"ticker"	"name"	"rrg"	"data"	"close"	"factor"	"atr_low"	"atr_high"	"DC_low"	"DC_high"	"sd_low"	"sd_high"	"stop_loss"	"hi1"	"hi2"	"hi3"	"hi4"	"lo1"	"lo2"	"lo3"	"lo4"	"flr"	"clg"
"D.MI"	"DIRECTA SIM"	1	2026-03-31	7	1	6.75357103788419	7.24642896211581	7.08	5.12	6.39089689427274	7.60910310572726	5.12	5.8	5.64	4.48	3.64	5.12	4.35	3.96	3.25	3.25	4.49
"DAN.MI"	"DANIELI & C"	1	2026-03-31	58.7	1	56.0515226303054	61.3484773696946	63.3	54.5	57.3758996419298	60.0241003580702	54.5	63.3	70.2	70.2	26.2	56.1	55.4	44.3	15.92	15.88	29.85
"DGV.MI"	"DIGITAL VALUE"	1	2026-03-31	29	1	28.8736261289455	29.1263738710545	29.1	28.95	28.9710532888239	29.0289467111761	28.7	29.05	29.1	33.75	34.1	28.95	26.05	26.05	10	14	36.45
"DOV.MI"	"DOVALUE"	1	2026-03-31	1.99	1	1.88759587067778	2.09240412932222	2.16	1.92	1.92220911273922	2.05779088726078	1.92	2.07	2.57	3.37	29.65	1.95	2.06	1.92	0.92	0.92	57
"DOX.MI"	"DOXEE"	1	2026-03-31	4	1	3.83353640058101	4.16646359941899	4.2	3.79	3.89217433688415	4.10782566311585	3.65	4.09	4	4.56	4.8	3.81	3.69	3.7	1.2	1.2	14.2
"ELES.MI"	"ELES"	1	2026-03-31	3.19	1	3.16181404515418	3.21818595484582	3.2	3.18	3.18198216274263	3.19801783725737	3	3.2	3.35	3.35	2.47	3.18	3	2.61	1.18	1.14	4.78
"ELN.MI"	"EL.EN"	1	2026-03-31	12.29	1	11.8099994011721	12.7700005988279	12.7	11.12	11.9585521273146	12.6214478726854	11.12	12.32	13.75	14.68	12.58	11.99	11.38	11.12	7.01	7.01	18.2
"ENAV.MI"	"ENAV"	1	2026-03-31	5.17	1	5.04060552444593	5.29939447555407	5.22	4.86	5.10387906517616	5.23612093482384	4.86	5.22	5.64	5.64	4.28	5	4.86	3.62	2.94	2.94	4.74
"ENEL.MI"	"ENEL"	1	2026-03-31	9.38	1	9.11628712647856	9.64371287352144	9.94	8.95	9.13309275666116	9.62690724333884	8.95	9.38	9.97	10.31	6.38	9.01	8.95	8.95	5.48	3.96	9.05
"ENI.MI"	"ENI"	1	2026-03-31	24.85	1	24.2167960401795	25.4832039598205	24.96	22.07	23.9887627096266	25.7112372903734	19.73	24.01	18.44	16.61	15.83	22.07	15.66	15.55	11.01	11.01	15.83
"ERG.MI"	"ERG"	1	2026-03-31	21.96	1	21.1109172678659	22.8090827321341	22.82	20.4	21.3867405703991	22.5332594296009	20.4	22.82	26.18	22.6	29.1	20.4	21.2	18.23	16.09	15.96	29.1
"EXAI.MI"	"EXPERT.AI"	1	2026-03-31	1.7	1	1.63521196272193	1.76478803727807	1.84	1.61	1.62781281962156	1.77218718037844	1.51	1.81	1.97	1.97	1.92	1.51	1.45	0.98	0.69	0.67	1.92
"FBK.MI"	"FINECOBANK"	1	2026-03-31	18.93	1	18.34581410927	19.51418589073	19.39	17.56	18.6671907891289	19.1928092108711	17.56	19.28	20.6	23.07	17.29	18.6	17.56	17.56	10.59	10.59	17.29
"FCT.MI"	"FINCANTIERI"	1	2026-03-31	13.08	1	12.4976907471321	13.6623092528679	13.39	12.15	12.7349757135479	13.4250242864521	12.15	13.36	17	27.38	6.25	12.55	12.23	12.15	3.51	3.48	6.56
"FM.MI"	"FIERA MILANO"	1	2026-03-31	7.15	1	6.865491549291	7.434508450709	7.65	7.03	6.99786320499102	7.30213679500898	6.97	7.65	8.59	8.59	4.32	7.03	6.97	6.75	3.36	1.79	3.3
"GE.MI"	"GEFRAN"	1	2026-03-31	9.9	1	9.53425437201149	10.2657456279885	10.8	9.7	9.73710719495918	10.0628928050408	9.7	10.35	11.25	13.2	10.86	10	9.88	9.92	6.95	6.94	11.95
"GEL.MI"	"GEL"	1	2026-03-20	2.1	1	2.06392663716642	2.13607336283358	2.16	2.1	2.06779188553543	2.13220811446457	2	2.16	2.64	2.64	2.76	2.02	1.98	1.85	1.2	1.2	1.88
"GPI.MI"	"GPI"	1	2026-03-31	16.46	1	15.9222243619307	16.9977756380693	16.6	15.42	16.1793727590706	16.7406272409294	15.42	16.5	17.2	18.56	13.38	15.6	15.42	15.14	7.94	7.21	14.9
"GSP.MI"	"GAS PLUS"	1	2026-03-31	7.3	1	6.92830166248132	7.67169833751868	7.5	6.5	6.97936532719216	7.62063467280784	6.14	7.4	7.5	7.64	2.97	6.88	6.14	6.14	2.25	2.25	2.97
"HI.MI"	"HEALTH ITALIA"	1	2026-03-24	299	1	298.372147286615	299.627852713385	305	299	298.574184686374	299.425815313626	298	305	296	305	193	299	294	241	85.2	85.2	193
"ICF.MI"	"INDUSTRIE CHIMICHE FORESTALI"	1	2026-03-31	5.84	1	5.74064884145728	5.93935115854272	6.04	5.78	5.78760672805546	5.89239327194454	5.78	6	6.18	6.4	6.42	5.84	5.96	5.62	4.1	4.1	6.76
"IEG.MI"	"ITALIAN EXHIBITION GROUP"	1	2026-03-31	11.8	1	11.2494967847936	12.3505032152064	12.15	10.65	11.4718349383431	12.1281650616569	10	12	12.2	12.2	3.68	11.3	10.65	7.52	1.8	1.8	3.68
"IG.MI"	"ITALGAS"	1	2026-03-31	10.03	1	9.76893825964599	10.291061740354	10.47	9.44	9.80316196415615	10.2568380358438	9.44	9.98	11.24	11.3	6.09	9.73	9.44	9.09	4.57	4.57	6.09
"IGD.MI"	NA	1	2026-03-31	3.95	1	3.81422498562381	4.08577501437619	4.19	3.72	3.8636198028392	4.0363801971608	3.71	4.06	4.19	4.53	4.72	3.75	3.72	3.71	1.39	1.39	4.72
"ILTY.MI"	"ILLIMITY BANK"	1	2025-09-18	4.04	1	4.01048300025762	4.06951699974238	4.08	3.97	4.01654792120088	4.06345207879912	3.97	4.07	4.11	4.17	14.25	3.99	4.05	2.69	5.45	5.32	14.25
"ISP.MI"	"INTESA SANPAOLO"	1	2026-03-31	5.16	1	4.99900202640489	5.32099797359511	5.3	4.81	5.09588729018019	5.22411270981981	4.81	5.22	5.3	6.16	2.92	5.05	4.97	4.81	1.58	1.58	2.92
"IVG.MI"	"IVECO GROUP"	1	2026-03-31	19.14	1	18.9965755384847	19.2834244615153	19.31	18.95	19.0717245398292	19.2082754601708	18.82	19.24	19.31	19.31	14.61	19	18.82	18.08	6.91	7.89	19.8
"IVS.MI"	"IVS GROUP"	1	2024-10-28	7.16	1	7.13499115255702	7.18500884744298	7.16	7.1	7.13756572481009	7.18243427518991	7.1	7.12	7.24	7.3	6.02	7.1	7.06	5.02	3.4	3.39	5.75
"LDB.MI"	"LINDBERGH"	1	2026-03-31	8.3	1	8.11763213558962	8.48236786441038	8.3	7.9	8.1770330161349	8.4229669838651	7.62	8.22	8.22	8.46	0.94	7.92	7.62	7.62	1.41	1.41	2.74
"LDO.MI"	"LEONARDO"	1	2026-03-31	58.04	1	55.5994768428605	60.4805231571395	64.9	54.5	54.9657925170295	61.1142074829705	54.5	59.08	64.92	66.26	8.01	54.86	56.7	44.79	5.76	5.76	8.01
"LMG.MI"	"LUCISANO MEDIA GROUP"	1	2026-03-31	1.12	1	1.08385066584122	1.15614933415878	1.21	1.08	1.08323522947646	1.15676477052354	1.08	1.21	1.45	1.45	1.5	1.1	0.94	0.8	1.11	1.06	1.5
"LUVE.MI"	"LUVE"	1	2026-03-31	39.35	1	38.0279129595952	40.6720870404048	39.35	34.55	38.4204780857823	40.2795219142177	34.55	38.35	38.35	44	32.4	37.25	34.55	34.55	17.06	17.02	32.4
"MAIRE.MI"	"MAIRE"	1	2026-03-31	13.3	1	12.6951178688437	13.9048821311563	13.59	11.73	12.9478667834501	13.6521332165499	11.73	13.59	15.61	16.17	8.33	12.7	12.15	11.73	6.42	2.24	4.77
"NDT.MI"	"NEODECORTECH"	1	2026-03-31	3.4	1	3.27717616470323	3.52282383529677	3.6	3.3	3.33743574731298	3.46256425268702	3.16	3.58	3.6	4	5.2	3.3	3.16	3.16	2.38	2.38	5.2
"NVP.MI"	"NVP"	1	2025-03-11	4.08	1	4.06275871230953	4.09724128769047	4.16	4.08	4.02769069168624	4.13230930831376	3.9	4.16	3.4	4.16	1.19	4.08	2.98	2.54	0.64	1.48	4.26
"NWL.MI"	"NEWLAT FOOD"	1	2026-03-31	20.8	1	19.9082830443712	21.6917169556288	21.4	16.36	19.7690748846756	21.8309251153244	16.36	18.92	21.2	26.1	7.48	18.24	16.9	16.12	4.18	4.18	7.48
"OVS.MI"	"OVS"	1	2026-03-31	4.45	1	4.32414331122015	4.57585668877986	4.49	4.2	4.38256260534539	4.51743739465461	4.2	4.4	5.05	5.05	3.13	4.26	4.28	2.7	1.39	1.38	3.13
"PHN.MI"	"PHARMANUTRA"	1	2026-03-31	78.7	1	75.8373507457973	81.5626492542027	79.4	69.6	74.7237242008672	82.6762757991328	65	77	76.7	61.2	63.4	74.6	66.9	38.75	43.55	50	72.4
"PLC.MI"	"PLC"	1	2026-03-31	2.5	1	2.37520278319372	2.62479721680628	2.59	1.96	2.33021668625459	2.66978331374541	1.9	2.18	2.33	2.59	1.9	2.01	1.9	1.84	1.41	1.37	1.91
"PMT.MI"	"PROMOTICA"	1	2026-03-31	2.38	1	2.31037155063118	2.44962844936882	2.56	2.36	2.33253688534507	2.42746311465493	2.26	2.54	2.76	2.76	3	2.4	2.26	2	1.77	1.77	3.21
"PQ.MI"	"PIQUADRO"	1	2026-03-31	2.59	1	2.50753858180567	2.67246141819433	2.64	2.39	2.52419976953178	2.65580023046822	2.38	2.63	2.64	2.68	2.77	2.39	2.38	2.38	1.8	1.76	2.4
"PRY.MI"	"PRYSMIAN"	1	2026-03-31	98.78	1	94.3624847193994	103.197515280601	101.4	89.88	96.3374306448035	101.222569355196	89.88	99.54	102.9	106.1	40.07	92.5	89.88	79.16	33.36	25.26	35.55
"PST.MI"	"POSTE ITALIANE"	1	2026-03-31	20.14	1	19.5764521702134	20.7035478297866	21.97	19.28	19.3266616750889	20.9533383249111	19.28	20.24	23.44	23.87	13.01	19.57	19.3	17.67	11.31	7.58	12.73
"PVN.MI"	"PIOVAN"	1	2025-04-02	13.95	1	13.9077786990751	13.9922213009249	14	13.9	13.9243223704493	13.9756776295507	13.9	14	13.9	14	11	13.95	13.6	11.2	8.3	8.22	11
"RLT.MI"	"RELATECH"	1	2024-12-09	2.52	1	2.50936588289107	2.53063411710893	2.59	2.51	2.51349556364412	2.52650443635588	2.51	2.59	2.54	2.59	3.29	2.52	2.42	1.92	3.53	1.81	2.61
"SCM.MI"	"SOLUTIONS CAPITAL MANAGEMENT SIM"	1	2026-03-31	4.58	1	4.57461533971486	4.58538466028514	4.6	4.56	4.57005509683802	4.58994490316198	4.56	4.6	4.62	4.74	11.3	4.56	4.54	2.92	0.65	2.34	5.1
"SFER.MI"	"SALVATORE FERRAGAMO"	1	2026-03-31	6.89	1	6.58063683666393	7.19936316333607	6.99	6.14	6.67208656825183	7.10791343174817	5.78	6.71	6.99	8.71	18.77	6.32	5.78	5.78	13.49	4.35	23.25
"SFT.MI"	"SOFTLAB"	1	2026-03-31	0.91	1	0.869771292865574	0.950228707134426	1.25	0.91	0.751585812046222	1.06841418795378	0.91	0.94	1.25	1.88	1.82	0.91	1.15	0.91	0.45	0.45	4.3
"SHE.MI"	"SHEDIR PHARMA GROUP"	1	2025-01-21	4.88	1	4.85813659159003	4.90186340840997	4.98	4.86	4.87005509683802	4.88994490316198	4.86	4.98	3.96	4.98	4.52	4.88	3.68	3.6	3.34	3.34	5.1
"SIT.MI"	"SIT"	1	2026-03-31	2.74	1	2.61136342943939	2.86863657056061	2.88	2.65	2.68779057387957	2.79220942612043	2.48	2.8	2.88	3.02	11.95	2.65	2.41	2.32	0.84	0.84	11.95
"SOL.MI"	"SOL"	1	2026-03-31	58.9	1	56.8684096467362	60.9315903532638	58.9	48.05	55.9421272865434	61.8578727134566	48.05	52.3	53.4	54	27.85	48.05	45.25	44.85	24	15.12	22.85
"SOM.MI"	"SOMEC"	1	2026-03-31	12.95	1	12.3950448093072	13.5049551906928	13.9	12.2	12.5234755846108	13.3765244153892	12.2	13.75	16	16	15.6	12.6	12.2	12.75	9.5	9.4	18.65
"SPM.MI"	"SAIPEM"	1	2026-03-31	3.91	1	3.77541999958202	4.04458000041798	3.97	3.28	3.70642211307719	4.11357788692281	3.11	3.48	3.6	3.97	2.8	3.28	3.11	2.17	1.59	1.59	2.8
"SRG.MI"	"SNAM"	1	2026-03-31	6.55	1	6.43068336718473	6.66931663281527	6.6	6.19	6.44012494608635	6.65987505391365	6.19	6.39	6.64	6.66	5.2	6.29	6.19	4.95	4.12	4.11	5.2
"SRI.MI"	"SERVIZI ITALIA"	1	2024-12-13	2.36	1	2.34990977821425	2.37009022178575	2.37	2.36	2.35574184686374	2.36425815313626	2.36	2.37	2.4	2.4	6.84	2.36	2.35	1.42	1	0.98	2.95
"SRS.MI"	"SARAS"	1	2024-09-10	1.6	1	1.59740128581841	1.60259871418159	1.6	1.59	1.59636863480399	1.60363136519601	1.59	1.63	1.68	1.96	2.37	1.59	1.61	1.59	0.41	0.41	2.39
"STAR7.MI"	"STAR7"	1	2026-03-31	8	1	7.9001244324072	8.0998755675928	8.35	8	7.90420947763049	8.09579052236951	8	8.35	8.9	8.9	7.15	8	7.8	5.4	5.5	5.5	10
"TEN.MI"	"TENARIS"	1	2026-03-31	25.5	1	24.900705578089	26.099294421911	25.74	23.85	24.6602800048054	26.3397199951946	22.25	25.63	23.66	17.99	19.44	24.45	18.12	16.1	11.66	13.66	19.44
"TGYM.MI"	"TECHNOGYM"	1	2026-03-31	17.34	1	16.7383727853274	17.9416272146726	17.85	16.01	17.0212558985678	17.6587441014322	16.01	17.58	18.78	12.95	12.09	16.84	16.07	11.24	5.85	5.85	12.09
"TIT.MI"	"TELECOM ITALIA"	1	2026-03-31	0.6	1	0.579209188455968	0.620790811544032	0.63	0.57	0.588905996075495	0.611094003924505	0.56	0.61	0.63	0.67	10.12	0.59	0.57	0.56	6.31	0.16	0.51
"TLS.MI"	"TELESIA"	1	2026-03-31	3.26	1	3.1129260486823	3.4070739513177	3.7	3.26	3.14700870402092	3.37299129597908	3.04	3.66	3.68	3.78	2.34	3.56	3.5	1.01	1.86	1.85	2.4
"TOD.MI"	"TOD'S"	1	2024-06-05	42.96	1	42.8162854887902	43.1037145112098	42.98	42.72	42.8650621950265	43.0549378049735	42.72	42.88	43.22	43.3	45.56	42.72	42.66	30.16	28.42	28.42	45.56
"TPRO.MI"	"TECHNOPROBE"	1	2026-03-31	14.28	1	13.3722507149062	15.1877492850938	16.35	12.71	13.3241286122652	15.2358713877348	12.71	14.85	16.35	18.39	9.88	13.92	13.16	12.71	4.77	4.77	9.89
"TYA.MI"	"TOSCANA AEROPORTI"	1	2026-03-30	17.9	1	17.4938291494756	18.3061708505244	18.8	17.9	17.6053592241166	18.1946407758834	17.2	18.4	18.8	20.6	18.2	18	17.2	17.2	16.5	15.4	18.2
"UCG.MI"	"UNICREDIT"	1	2026-03-31	60.86	1	58.3326272011728	63.3873727988272	65.84	57.36	59.1281604774494	62.5918395225506	57.36	63.33	75.43	79.25	15.93	59.27	57.36	57.36	7.75	7.75	15.93
"UNI.MI"	"UNIPOL"	1	2026-03-31	19.84	1	19.2668533213391	20.4131466786609	20.1	18.39	19.5688881257642	20.1111118742358	18.35	19.84	20.1	21.45	5.42	19.07	18.39	18.35	2.5	3.81	5.42
"UNIR.MI"	"UNIEURO"	1	2025-01-07	11.68	1	11.5701637508147	11.7898362491853	11.96	11.62	11.5665428386018	11.7934571613982	11	11.74	11.96	11.98	31.36	11.68	11	10.48	7.84	7.84	31.36
"VIM.MI"	"VIMI FASTENERS"	1	2026-03-31	1.26	1	1.23007487282528	1.28992512717472	1.28	1.09	1.20042273462595	1.31957726537405	1.08	1.13	1.26	1.3	1.66	1.09	1.1	1.05	0.62	0.86	1.66
"WIIT.MI"	"WIIT"	1	2026-03-31	26.15	1	24.8226117113853	27.4773882886147	28.7	25.25	25.368553046804	26.931446953196	23.9	28.2	28.7	28.95	23.65	25.4	25.25	17.44	13.02	13.02	23.65
