"ticker"	"name"	"rrg"	"data"	"close"	"factor"	"atr_low"	"atr_high"	"DC_low"	"DC_high"	"sd_low"	"sd_high"	"stop_loss"	"hi1"	"hi2"	"hi3"	"hi4"	"lo1"	"lo2"	"lo3"	"lo4"	"flr"	"clg"
"NEXI.MI"	"NEXI"	-1	2026-03-31	3.18	1	3.04398837822395	3.31601162177605	3.2	2.74	3.06340687823051	3.29659312176949	3.39	3.07	3.51	5.71	7.91	2.96	2.75	2.64	3.9	3.9	7.53
"NOV.DE"	NA	-1	2026-03-31	31.04	1	29.8613312280601	32.2186687719399	32.85	30.24	30.1489366150245	31.9310633849755	34.24	32.26	34	71.53	138.34	30.24	30.92	51.06	17.88	17.88	138.48
"NPI.MI"	"NOTORIOUS PICTURES"	-1	2026-03-31	0.62	1	0.602363444225278	0.637636555774722	0.67	0.6	0.605994506572282	0.634005493427718	0.67	0.64	0.67	0.76	1.84	0.61	0.6	0.6	1.35	1.35	1.84
"NRST.MI"	"NEUROSOFT"	-1	2026-03-31	0.6	1	0.590925402821827	0.609074597178173	0.62	0.58	0.588588611818899	0.611411388181101	0.64	0.61	0.64	0.87	0.96	0.58	0.58	0.58	0.46	0.46	0.98
"NSP.MI"	"NEOSPERIENCE"	-1	2026-03-30	0.44	1	0.439999987515445	0.440000012484555	0.44	0.44	0.44	0.44	0.44	0.47	0.52	2.24	3.8	0.42	0.42	0.42	1.32	1.51	2.73
"NTW.MI"	"NETWEEK"	-1	2025-12-30	0.04	1	0.0393033037624479	0.0406966962375521	0.04	0.04	0.0373273875808758	0.0426726124191242	0.05	0.05	0.13	0.53	0.5	0.04	0.02	0.01	1.95	1.93	6.23
"NUS.MI"	"NUSCO"	-1	2026-03-31	0.5	1	0.465471681035051	0.534528318964949	0.56	0.47	0.478262302961733	0.521737697038267	0.62	0.55	0.82	0.98	1.19	0.48	0.43	0.43	0.64	0.82	1.2
"OLI.MI"	"OLIDATA"	-1	2026-03-31	1.3	1	1.20576274915345	1.39423725084655	1.7	1.25	1.15673163581647	1.44326836418353	1.91	1.47	1.96	3.14	10.7	1.32	1.7	1.25	7.08	1.1	9.2
"OMER.MI"	"OMER"	-1	2026-03-31	3.5	1	3.37630425281079	3.62369574718921	3.59	3.29	3.43801808133207	3.56198191866793	3.7	3.49	3.56	5.38	5.08	3.39	3.36	3.29	3.55	2.15	4.36
"ORS.MI"	"ORSERO"	-1	2026-03-31	14.96	1	14.3396746704052	15.5803253295949	15.14	13.32	13.6722009575922	16.2477990424078	19.24	14.56	20.3	20.3	17.56	14.2	13.8	13.54	11.08	11.08	17.56
"OS.MI"	"OFFICINA STELLARE"	-1	2026-03-31	22.2	1	21.5475250595293	22.8524749404707	23.8	22.2	21.6033058102814	22.7966941897186	25	23.8	25.6	28.4	32	22.4	23.6	19.2	8	10.35	32
"OSA.MI"	"OSAI AUTOMATION SYSTEM"	-1	2026-03-30	0.38	1	0.379999993435657	0.380000006564343	0.38	0.38	0.38	0.38	0.38	0.4	0.53	1.6	32	0.36	0.18	0.18	1.12	1.12	1.84
"PFI.MI"	"PREMIA FINANCE"	-1	2026-02-05	1.39	1	1.33547046263915	1.44452953736085	1.4	1.18	1.30840868393546	1.47159131606454	1.4	1.24	1.12	1.29	3.13	1.18	0.62	0.61	1.39	0.47	3.3
"PHIL.MI"	"PHILOGEN"	-1	2026-03-31	22.7	1	21.9769276646922	23.4230723353078	23.5	21.7	22.4068548722321	22.9931451277679	23.5	23.5	23.4	25.5	27.8	22	21	20.5	16.5	12.6	27.8
"PIA.MI"	"PIAGGIO"	-1	2026-03-31	1.53	1	1.47868906961691	1.58131093038309	1.57	1.44	1.46905055238285	1.59094944761715	1.75	1.55	1.82	2.11	3.84	1.47	1.7	1.44	1.61	1.38	4.24
"PINF.MI"	"PININFARINA SPA"	-1	2026-03-31	0.76	1	0.731136795730081	0.788863204269919	0.79	0.72	0.742194580402783	0.777805419597217	0.83	0.75	0.92	0.94	3.42	0.72	0.81	0.72	0.67	0.66	0.84
"PIRC.MI"	"PIRELLI & C"	-1	2026-03-31	5.9	1	5.75082189921135	6.04917810078865	5.95	5.45	5.78489612908811	6.01510387091189	6.14	5.9	6.6	6.6	6.26	5.81	5.52	4.69	3.22	4.69	6.31
"PLN.MI"	"PLANETEL"	-1	2026-03-31	3.88	1	3.73479968976011	4.02520031023989	4.22	3.78	3.79273382891759	3.96726617108241	4.5	4.16	4.18	4.5	6.4	3.9	3.68	3.68	4.32	4	10
"POPR.MI"	"POLIGRAFICI PRINTING"	-1	2026-03-31	0.47	1	0.462565858054143	0.477434141945857	0.51	0.47	0.461982162742627	0.478017837257373	0.51	0.51	0.61	0.61	0.65	0.48	0.41	0.3	0.35	0.35	0.65
"POR.MI"	"PORTOBELLO"	-1	2026-03-31	1.38	1	1.33225150027335	1.42774849972665	1.39	1.3	1.34466020516611	1.41533979483389	1.5	1.38	1.9	1.89	52.19	1.3	1.28	1.28	0.87	0.87	47.35
"PRM.MI"	"PRISMI"	-1	2025-04-15	0.07	1	0.0699998797911994	0.0700001202088006	0.07	0.07	0.07	0.07	0.07	0.06	0.13	1.55	3.1	0.05	0.07	0.05	0.07	1.12	1.55
"PRO.MI"	"BCA PROFILO"	-1	2026-03-31	0.15	1	0.146736692600361	0.153263307399639	0.16	0.15	0.144864474089869	0.155135525910131	0.17	0.16	0.18	0.23	3.1	0.15	0.15	0.15	0.07	0.18	0.24
"PRT.MI"	"ESPRINET"	-1	2026-03-31	4.93	1	4.7025882428901	5.1574117571099	5.12	4.41	4.75721257422632	5.10278742577368	5.84	5.12	6.69	6.69	6.09	4.79	4.48	3.53	4.03	4.03	6.09
"PTR.MI"	"PATTERN"	-1	2026-03-31	3.09	1	3.00254044971567	3.17745955028433	3.3	2.96	2.96547893951024	3.21452106048976	3.53	3.3	3.53	3.86	7.78	3.03	3.3	2.96	5.3	4.72	8.06
"PWS.MI"	"POWERSOFT"	-1	2026-03-31	17	1	16.525810003445	17.474189996555	17	14.8	16.4	17.6	17	17	16	16.95	23.5	16.8	14.35	14.35	11.4	3.8	23.5
"RACE.MI"	"FERRARI"	-1	2026-03-31	289	1	279.799501688694	298.200498311306	294.7	269	282.075283161262	295.924716838738	315.6	284.7	330.2	377.5	489.5	274.4	272.8	269	347	161.4	492.8
"RAD.MI"	"RADICI"	-1	2026-03-30	0.9	1	0.881670247174171	0.918329752825829	0.97	0.88	0.875370882951405	0.924629117048595	0.97	0.97	1.04	1.11	1.34	0.9	1.01	0.88	0.98	0.91	1.61
"RAT.MI"	"RATTI"	-1	2026-03-31	1.06	1	1.02193399916894	1.09806600083106	1.19	1.06	1.01827220601076	1.10172779398924	1.26	1.19	1.48	2.4	4.24	1.06	1.42	1.96	1.81	1.69	4.24
"RCS.MI"	"RCS MEDIAGROUP"	-1	2026-03-31	0.95	1	0.926293330798691	0.973706669201309	0.95	0.88	0.940055096838023	0.959944903161977	0.95	0.95	1.01	1.01	4.24	0.91	0.96	0.9	1.81	0.59	1.19
"REC.MI"	"RECORDATI ORD"	-1	2026-03-31	49.04	1	47.8529826171386	50.2270173828614	50.65	43.76	47.2835350186328	50.7964649813672	50.65	45.34	48.26	55.15	60.95	43.76	47.08	43.76	43.98	43.98	60.95
"RETI.MI"	"RETI"	-1	2026-03-31	1.49	1	1.45885867360353	1.52114132639647	1.52	1.42	1.46917894134496	1.51082105865504	1.61	1.51	1.83	1.83	2.64	1.42	1.38	1.47	1.57	1.57	2.64
"REY.MI"	"REPLY"	-1	2026-03-31	80.75	1	77.304607388037	84.195392611963	82.85	76.65	77.8498176449906	83.6501823550094	97.2	79.35	97.2	129	167.5	76.95	76.8	76.65	82.35	82.35	169.5
"RFG.MI"	"RACING FORCE"	-1	2026-03-31	4.35	1	4.23461599084948	4.46538400915052	4.73	4.35	4.26188169790086	4.43811830209914	4.94	4.65	4.68	5.6	6.14	4.59	4.4	4.7	3.53	3.53	6.14
"RKT.MI"	"ROCKET SHARING COMPANY"	-1	2026-03-31	0.27	1	0.264780242443218	0.275219757556783	0.27	0.26	0.265311927690615	0.274688072309385	0.27	0.27	0.3	0.38	0.88	0.26	0.24	0.24	3.53	0.29	0.74
"RWAY.MI"	"RAI WAY"	-1	2026-03-31	5.87	1	5.71771527071498	6.02228472928502	6.01	5.53	5.7694165373084	5.9705834626916	6.16	5.94	6.01	6.25	6.28	5.72	5.53	5.53	4.61	4.61	5.9
"SAB.MI"	"SABAF"	-1	2026-03-31	13.95	1	13.4843635790994	14.4156364209006	13.95	11.85	13.3795148584728	14.5204851415272	14.05	13.7	14	16	19.45	13.2	12.2	11.85	13.3	13.22	19.75
"SCF.MI"	"SALCEF GROUP"	-1	2024-11-15	26	1	25.9358534517208	26.0641465482792	26	25.75	25.9450274793922	26.0549725206078	26	25.95	25.85	26.35	25.2	25.75	25.75	21.15	12.94	12.94	25.6
"SCK.MI"	"SCIUKER FRAMES"	-1	2026-03-30	0.94	1	0.93999998611539	0.94000001388461	0.94	0.94	0.94	0.94	0.94	0.99	1.08	4.09	11.3	0.93	0.92	0.73	0.65	5.42	8.68
"SEIF.MI"	"SOCIETA' EDITORIALE IL FATTO"	-1	2026-03-31	0.27	1	0.25975992448562	0.28024007551438	0.27	0.22	0.258421315529563	0.281578684470437	0.27	0.25	0.35	0.37	0.89	0.23	0.29	0.22	0.18	0.27	0.38
"SERI.MI"	"SERI INDUSTRIAL"	-1	2026-03-31	2.02	1	1.90868518245174	2.13131481754826	2.14	1.78	1.94946047791611	2.09053952208389	2.33	2.14	2.48	3.45	4.75	1.92	1.8	1.78	2.28	5.4	8.95
"SES.MI"	"SESA"	-1	2026-03-31	79.15	1	76.1495300814007	82.1504699185993	79.8	70.1	77.1147846186824	81.1852153813176	82.8	78.1	82.8	96.55	97.8	76.05	72.05	70.1	55.2	55.2	192.6
"SFL.MI"	"SAFILO GROUP"	-1	2026-03-31	1.7	1	1.62947178250556	1.77052821749444	1.72	1.54	1.66153351680137	1.73846648319863	1.82	1.72	2.19	2.19	1.82	1.64	1.59	0.9	0.68	0.65	1.67
"SG.MI"	"SAES GETTERS"	-1	2024-07-05	27.95	1	27.767708757247	28.132291242753	28.05	27.8	27.7793113495729	28.1206886504271	28.05	28	28	38.55	28.05	27.85	27.45	25.95	19.64	19.64	28.05
"SGC.MI"	"SG COMPANY"	-1	2026-03-31	0.24	1	0.231918538784242	0.248081461215758	0.28	0.23	0.231451495857349	0.248548504142651	0.28	0.26	0.32	0.34	28.05	0.25	0.23	0.23	19.64	0.2	0.39
"SGF.MI"	"SOGEFI"	-1	2026-03-31	1.9	1	1.80481327755405	1.99518672244595	1.96	1.74	1.85136478009318	1.94863521990682	2.15	1.87	3.27	3.58	3.49	1.78	3.03	1.74	1.63	1.63	3.49
"SL.MI"	"SANLORENZO"	-1	2026-03-31	30.8	1	29.7737289443738	31.8262710556262	31.15	28.05	30.0214764607933	31.5785235392067	31.6	31.15	35.55	36.65	46.3	29.85	28.1	28.05	25.2	25.2	46.3
"SOS.MI"	"SOSTRAVEL.COM"	-1	2026-03-31	0.27	1	0.249210590825654	0.290789409174346	0.38	0.26	0.209181408279202	0.330818591720798	0.46	0.31	0.55	0.89	1.48	0.26	0.48	0.43	0.43	0.68	1.68
"SSL.MI"	"S.S. LAZIO"	-1	2026-03-31	1.2	1	1.14596570743324	1.25403429256676	1.24	1.15	1.17646606378342	1.22353393621658	1.25	1.24	1.51	1.51	1.17	1.16	1.14	0.77	0.61	0.6	1.35
"STLAM.MI"	"STELLANTIS"	-1	2026-03-31	6.06	1	5.80160989818065	6.31839010181935	6.09	5.31	5.89878040366705	6.22121959633295	6.59	6.03	6.96	10.49	27.19	5.74	5.51	5.31	7.27	11.16	27.35
"STMMI.MI"	NA	-1	2026-03-31	28.6	1	27.2148073043905	29.9851926956095	30.15	25.4	27.7564488329517	29.4435511670483	30.15	29.48	30.15	30.15	28.41	25.4	25.63	18.21	15.76	15.76	50.48
"SVS.MI"	"SVAS BIOSANA"	-1	2026-03-31	8.36	1	8.17738217524116	8.54261782475884	8.36	7.92	8.27890854437227	8.44109145562773	8.92	8.36	9	9.28	10.8	8.02	7.9	7.76	6.48	6.9	10.8
"TB.MI"	"TRIBOO"	-1	2026-03-31	0.37	1	0.355688164357478	0.384311835642522	0.37	0.34	0.359490977189122	0.380509022810878	0.37	0.37	0.47	0.85	1.87	0.35	0.34	0.24	0.87	1	1.47
"TCM.MI"	"TECMA SOLUTIONS"	-1	2026-03-31	1.52	1	1.4812803706589	1.5587196293411	1.6	1.45	1.48228359146833	1.55771640853167	1.74	1.54	1.8	2.98	11.8	1.52	1.45	1.45	1.21	1.21	11.8
"TD.MI"	"TRENDEVICE"	-1	2026-03-30	0.08	1	0.0799999960643199	0.0800000039356801	0.08	0.08	0.08	0.08	0.08	0.1	0.24	0.29	1.31	0.09	0.05	0.05	1.21	0.84	0.95
"TES.MI"	"TESMEC"	-1	2026-03-31	0.13	1	0.118204730642454	0.141795269357546	0.14	0.11	0.119005495878434	0.140994504121566	0.2	0.2	0.2	0.21	19.44	0.12	0.05	0.13	11.66	0.08	0.25
"TFIN.MI"	"TREVI FIN IND"	-1	2026-03-31	0.33	1	0.281226665708676	0.378773334291324	0.55	0.27	0.237474387270394	0.422525612729606	0.72	0.49	0.82	0.82	19.44	0.27	0.65	0.22	0.22	0.24	0.77
"TIME.MI"	"COMPAGNIA DEI CARAIBI"	-1	2026-03-31	0.36	1	0.346058752453335	0.373941247546665	0.39	0.35	0.347161185224673	0.372838814775327	0.39	0.39	0.44	0.52	5.12	0.35	0.35	0.23	0.21	3.74	5.12
"TIP.MI"	"TAMBURI"	-1	2026-03-31	7.76	1	7.50989912009961	8.01010087990039	8.31	7.52	7.4088073694733	8.1111926305267	9.15	7.88	10.26	10.26	10.12	7.57	7.54	6.47	6.31	6.26	10.12
"TNX.MI"	"TENAX INTERNATIONAL"	-1	2026-03-30	1.19	1	1.1637484007151	1.2162515992849	1.23	1.1	1.15266427924954	1.22733572075046	1.23	1.2	1.73	2.4	3.44	1.15	1.06	1.06	1.64	1.64	3.5
"TPS.MI"	"TPS"	-1	2026-03-31	7.65	1	7.53191817673244	7.76808182326756	7.95	7.45	7.44767831076707	7.85232168923293	8.1	7.95	9.3	9.3	5.95	7.5	7.7	6.15	5.3	4.6	6.6
"TRN.MI"	"TERNA"	-1	2026-03-31	9.86	1	9.66317799909025	10.0568220009098	10.1	9.34	9.6227666331865	10.0972333668135	10.16	9.66	10.16	10.23	9.1	9.39	9.34	9.34	8.24	8.24	9.1
"TSL.MI"	"TESSELLIS"	-1	2026-03-31	0.07	1	0.067024897765163	0.072975102234837	0.07	0.06	0.0657418468637368	0.0742581531362632	0.07	0.09	0.11	0.82	4.99	0.06	0.07	0.06	0.31	0.3	2.34
"TWL.MI"	"TRAWELL CO"	-1	2026-03-31	5.05	1	4.94362625509045	5.15637374490955	5.5	4.94	4.83411312486132	5.26588687513868	5.8	5.25	6.2	6.4	6.8	4.94	5.4	4.94	5.78	5.72	6.8
"TXT.MI"	"TXT E-SOLUTIONS"	-1	2026-03-31	29.6	1	28.3587751916455	30.8412248083545	31.7	27.6	28.4935193401828	30.7064806598172	31.7	31.4	31.65	31.7	42	27.95	27.5	23.25	7.74	6.73	42
"UBM.MI"	"ULISSE BIOMED"	-1	2025-12-19	0.79	1	0.763567900006508	0.816432099993492	0.83	0.78	0.780027510368491	0.799972489631509	0.9	0.81	0.83	1.05	3.28	0.79	0.78	0.77	0.7	0.97	3.28
"UD.MI"	"UNIDATA"	-1	2026-03-31	2.86	1	2.7512770606043	2.9687229393957	3.1	2.82	2.78843968193978	2.93156031806021	3.23	2.98	3.58	3.58	3.66	2.85	2.82	2.75	2.32	2.32	4.47
"US.MI"	"UNIPOLSAI"	-1	2024-07-01	2.53	1	2.52189858761645	2.53810141238355	2.53	2.51	2.52502754841901	2.53497245158099	2.53	2.53	2.7	2.7	2.35	2.51	2.67	2.2	2.07	2.07	2.77
"VE.MI"	"VISIBILIA EDITORE"	-1	2025-09-22	0.03	1	0.0299999961856666	0.0300000038143334	0.03	0.03	0.03	0.03	0.03	0.4	0.42	1.94	2.35	0.32	0.14	0.17	2.07	357.18	2971.74
"VIA.MI"	"VIANINI"	-1	2024-08-02	0.86	1	0.859149966584425	0.860850033415575	0.86	0.86	0.86	0.86	0.86	0.87	0.88	0.88	1.3	0.86	0.77	0.75	0.74	0.79	1.3
"VLS.MI"	"VALSOIA"	-1	2026-03-31	10	1	9.76595661469252	10.2340433853075	10.45	9.96	9.86306936062371	10.1369306393763	10.45	10.4	10.3	11.1	11.85	10.1	10.05	9.94	9.42	8.76	11.95
"VNT.MI"	"VANTEA SMART"	-1	2026-03-31	0.77	1	0.73675797858007	0.80324202141993	0.88	0.75	0.726956449347815	0.813043550652185	0.93	0.82	1.09	1.32	11.85	0.75	0.93	0.75	1.25	1.16	2.68
"WBD.MI"	"WEBUILD"	-1	2026-03-31	2.26	1	2.14532377996064	2.37467622003936	2.48	2.15	2.13453602592294	2.38546397407706	3.21	2.39	3.67	4.31	2.46	2.22	2.21	2.15	1.15	1.15	2.46
"WBS.MI"	"WEBSOLUTE"	-1	2026-03-31	1.38	1	1.32239023909213	1.43760976090787	1.5	1.14	1.29913924599374	1.46086075400626	1.5	1.24	1.35	2.14	4.16	1.16	1.13	1.13	0.89	1.01	1.98
"XPR.MI"	"EXPRIVIA"	-1	2024-07-16	1.52	1	1.41870341382383	1.62129658617617	2.08	1.49	1.38793899178747	1.65206100821253	2.08	2.08	1.72	2.08	2.59	1.86	1.51	1.5	1.13	1.12	2.7
"ZEST.MI"	"ZEST"	-1	2026-03-31	0.12	1	0.113751116512762	0.126248883487238	0.13	0.12	0.114864474089869	0.125135525910131	0.13	0.13	0.15	0.19	0.41	0.12	0.12	0.12	0.61	0.1	0.63
"ZUC.MI"	"ZUCCHI"	-1	2026-03-31	0.59	1	0.560205889250198	0.619794110749802	0.63	0.54	0.567898834002217	0.612101165997783	0.7	0.63	0.93	2.32	4.28	0.57	0.54	0.54	1.87	0.83	4.28
"ZV.MI"	"ZIGNAGO VETRO"	-1	2026-03-31	6.96	1	6.74258219960977	7.17741780039023	7.15	6.32	6.69882345661758	7.22117654338242	7.42	7.15	7.39	8.15	18.84	6.42	6.86	6.32	11.96	10.46	18.88
"ABC.MI"	"ABC COMPANY"	0	2026-03-30	3.7	1	3.69350774704257	3.70649225295743	3.8	3.7	3.65741846863737	3.74258153136263	NA	3.8	3.7	560	1.96	3.6	3.2	2.76	0.95	572.12	1149.09
"AV.MI"	"ANTARES VISION"	0	2026-03-30	5	1	4.97070643860483	5.02929356139517	5.02	4.82	4.97519305308216	5.02480694691784	NA	5	5.06	5.2	14	4.99	4.82	4.82	1.33	1.3	14
"BE.MI"	"BEGHELLI"	0	2025-04-23	0.34	1	0.339935566368145	0.340064433631855	0.34	0.34	0.34	0.34	NA	0.24	0.25	0.5	8.86	0.23	0.23	0.22	2.49	0.14	0.5
"BIA.MI"	"BIALETTI INDUSTRIE"	0	2025-08-05	0.47	1	0.469587855438383	0.470412144561617	0.47	0.47	0.47	0.47	NA	0.3	0.29	0.32	57.65	0.24	0.23	0.16	27.14	0.15	0.34
"CIR.MI"	"CIR"	0	2026-03-31	0.68	1	0.660519939774781	0.699480060225219	0.69	0.64	0.670055096838023	0.689944903161977	NA	0.68	0.75	0.75	2.34	0.66	0.65	0.37	1.53	0.34	0.54
"EEMS.MI"	"EEMS"	0	2026-01-19	0.15	1	0.147944446359312	0.152055553640688	0.17	0.15	0.140712172683359	0.159287827316641	NA	0.17	0.26	0.36	18.7	0.16	0.12	0.12	11.45	0.12	0.37
"FOS.MI"	"FOS"	0	2025-07-18	3.5	1	3.49085541898377	3.50914458101623	3.54	3.5	3.48777500308996	3.51222499691004	NA	3.54	3.56	3.56	4.14	3.52	3.4	2.06	2.92	2.85	4.14
"GTH.MI"	"GREENTHESIS"	0	2024-09-20	2.3	1	2.2921247215646	2.3078752784354	2.3	2.28	2.29171258069835	2.30828741930165	NA	2.28	2.23	2.3	1.32	2.27	2.2	0.89	0.8	0.78	1.32
"ICC.MI"	"INTERNATIONAL CARE COMPANY"	0	2026-03-31	1.23	1	1.21336802220775	1.24663197779225	1.23	1.21	1.21349159388289	1.24650840611711	NA	1.29	1.24	1.39	193	1.21	1.18	1.18	85.2	0.95	2.99
"OJM.MI"	"OPENJOBMETIS"	0	2024-07-05	16.45	1	16.3875404155376	16.5124595844624	16.55	16.4	16.4087289847072	16.4912710152928	NA	16.55	16.45	16.55	10.7	16.45	16.25	7.88	7.08	7.08	13.7
"S24.MI"	"IL SOLE 24 ORE"	0	2025-08-06	1.1	1	1.09368997450785	1.10631002549215	1.11	1.1	1.09732738758088	1.10267261241912	NA	1.11	1.16	1.16	6.28	1.1	1.07	0.61	4.61	0.36	0.74
"SPN.MI"	"SPINDOX"	0	2026-01-28	12.95	1	12.9356394976787	12.9643605023213	13	12.95	12.9366369379044	12.9633630620956	NA	13	12.85	13	11.45	12.95	12.55	10.25	7	8.02	11.3
"TALEA.MI"	"TALEA GROUP"	0	2026-03-30	4.8	1	4.79999801624629	4.80000198375371	4.8	4.8	4.8	4.8	NA	4.98	5.72	5.54	43	4.49	3.02	3.02	9.04	9.04	14.42
"TNXT.MI"	"TINEXTA"	0	2026-03-31	14.96	1	14.8797137005928	15.0402862994072	15.01	14.85	14.8952095516469	15.0247904483532	NA	15	15.34	15.34	20.7	14.88	14.85	14.68	7.32	7.32	20.7
"U24.MI"	"UCAPITAL24"	0	2026-03-31	0.24	1	0.235473361703693	0.244526638296307	0.24	0.23	0.233842720737851	0.246157279262149	NA	0.24	0.46	0.8	18.2	0.23	0.29	0.23	16.5	0.1	2.98
"A2A.MI"	"A2A"	1	2026-03-31	2.43	1	2.36464245877744	2.49535754122256	2.46	2.27	2.39208743430784	2.46791256569216	2.26	2.4	2.54	2.54	1.96	2.33	2.27	2.26	0.95	0.94	2.74
"ABP.MI"	"A.B.P. NOCIVELLI"	1	2026-03-31	6.65	1	6.51323653285259	6.78676346714741	6.75	6.2	6.51964756142765	6.78035243857235	6.2	6.6	6.75	7.7	4.1	6.35	6.2	6	3.36	3.36	4.17
"ACE.MI"	"ACEA"	1	2026-03-31	22.3	1	21.5698715324037	23.0301284675963	23.02	21.06	21.1840812192302	23.4159187807698	21.06	22.44	26.5	26.52	14.59	21.64	21.06	19.07	10.05	10.05	21.48
"AIM.MI"	"4AIM SICAF"	1	2026-03-30	71.7	1	71.453369384975	71.946630615025	72	68.36	71.5508264525703	71.8491735474297	68.36	72	89	89.99	8.88	68.36	48.5	46	4.91	332.05	452
"AIW.MI"	"ALMAWAVE"	1	2025-12-17	4.29	1	4.27836939486912	4.30163060513088	4.3	4.26	4.28050737706901	4.29949262293099	4.26	4.3	4.31	4.31	5.34	4.28	3.01	2.94	2.17	2.12	5.36
"ARBS.MI"	"ARTERRA BIOSCIENCE"	1	2026-03-31	2.96	1	2.8830545324706	3.0369454675294	3.06	2.64	2.82976774761819	3.09023225238181	2.6	3.02	3.42	3.58	7.09	2.66	2.6	2.6	2.84	1.48	4.4
"ARN.MI"	"ALERION"	1	2026-03-31	20.4	1	19.7173775280212	21.0826224719788	20.35	18.28	19.868644693695	20.931355306305	17.42	19.04	20.3	22.95	44.55	18.64	18.36	17.32	11.42	11.24	44.55
"ASC.MI"	"ASCOPIAVE"	1	2026-03-31	3.39	1	3.29686059276509	3.48313940723491	3.58	3.28	3.30188169790086	3.47811830209914	3.28	3.5	3.95	3.95	4.13	3.35	3.28	2.53	1.88	1.93	2.91
"AZM.MI"	"AZIMUT"	1	2026-03-31	32.35	1	31.3773610870572	33.3226389129428	33.45	30.74	31.927349415612	32.772650584388	30.74	33.13	37.32	37.32	23.8	31.67	30.74	19.28	13.83	18.35	23.84
"B.MI"	"BASTOGI SPA"	1	2026-03-31	1.17	1	1.11463080766449	1.22536919233551	1.18	0.96	1.12728319681056	1.21271680318944	0.96	1.06	1.08	1.2	1.23	0.96	0.98	0.52	0.38	0.35	0.68
"BAMI.MI"	"BANCO BPM"	1	2026-03-31	11.86	1	11.4642690854611	12.2557309145389	12.16	11.03	11.6427646235274	12.0772353764726	10.94	12.16	13.25	13.53	6.73	11.5	10.94	10.94	5.4	2.13	3.76
"BMED.MI"	"BANCA MEDIOLANUM"	1	2026-03-31	17.28	1	16.7895013362378	17.7704986637622	17.43	15.99	17.0463418012435	17.5136581987565	15.99	17.08	18.41	20.68	9.44	16.64	15.99	15.99	7.5	7.5	9.47
"BMPS.MI"	"BANCA MONTE PASCHI SIENA"	1	2026-03-31	7.43	1	7.15080327069606	7.70919672930394	7.67	6.85	7.24157098284634	7.61842901715366	6.85	7.67	8.96	9.45	46.67	7.3	6.85	6.85	1.49	1.49	46.67
"BPE.MI"	"BPER BANCA"	1	2026-03-31	11.14	1	10.7256398201945	11.5543601798055	11.43	10.09	10.9539951554453	11.3260048445547	10.09	11.18	12.88	12.88	2.22	10.71	10.19	7.26	1.92	1.25	2.22
"BPSO.MI"	"BCA POP SONDRIO"	1	2026-03-31	16.01	1	15.4074609311265	16.6125390688735	16.5	14.58	15.7396522386112	16.2803477613888	14.58	16.16	18.53	18.53	8.28	15.47	14.58	11.97	5.89	5.89	8.28
"CALT.MI"	"CALTAGIRONE"	1	2026-03-31	8.58	1	8.2764535579345	8.8835464420655	9.18	8.1	8.31859214638029	8.84140785361971	8.1	8.94	10.35	10.45	7.84	8.38	8.1	8.1	2.9	2.9	4.71
"CDG.MI"	"CASTA DIVA GROUP"	1	2026-03-31	2.74	1	2.61807266424942	2.86192733575058	2.79	2.55	2.63068645761183	2.84931354238817	1.96	2.67	2.7	2.8	0.8	2.58	2.56	1.95	0.26	0.91	1.79
"CE.MI"	"CREDEM"	1	2026-03-31	14.52	1	14.1646596560021	14.8753403439979	14.8	13.54	14.3519863951087	14.6880136048913	13.54	14.5	16	16.16	8.31	14.16	13.54	13.54	5.05	5.03	7.7
"CIRC.MI"	"CIRCLE"	1	2026-03-31	10.2	1	9.91063438741248	10.4893656125875	10.3	9.32	10.0564634288666	10.3435365711334	8.7	10.3	10.25	10.35	9.3	9.92	9.32	7.46	5.52	5.42	9.3
"CLI.MI"	"CENTRALE DEL LATTE D'ITALIA"	1	2026-03-31	4.12	1	3.9272903802946	4.3127096197054	4.3	3.84	4.01053577030638	4.22946422969362	3.84	4.3	5.75	5.9	3.38	3.94	3.84	3.84	2.54	2.54	3.38
"CMB.MI"	"CEMBRE"	1	2026-03-31	66.4	1	64.0608589963385	68.7391410036616	67	59.4	64.0602338803834	68.7397661196166	59.4	65.2	75.3	75.3	45.2	59.4	67.1	51.6	27.4	34	45.45
"CML.MI"	"COMAL"	1	2025-03-18	5.08	1	5.05107918261255	5.10892081738745	5.1	5.06	4.96681193321936	5.19318806678064	4.79	5.1	5.1	5.1	4.35	5.08	4.78	3.45	2.55	2.55	4.35
"COM.MI"	"COMER INDUSTRIES"	1	2026-03-31	41	1	39.2869606703911	42.7130393296089	42.1	38.3	39.4818135457428	42.5181864542572	38.3	41.8	51.8	52.2	36.7	40.4	39.2	38.3	24.4	20	35.8
"CULT.MI"	"CULTI MILANO"	1	2026-03-31	18.6	1	18.5582239478813	18.6417760521187	18.7	18.5	18.5525368853451	18.6474631146549	18.5	18.7	18.9	18.9	18.9	18.5	13.3	12.3	10	10	27.8
"CY4.MI"	"CY4GATE"	1	2026-03-31	6.8	1	6.4708700067972	7.1291299932028	7.91	6.68	6.54916403503747	7.05083596496253	6.68	7.41	8.12	8.9	13.74	6.68	7.05	6.68	3.2	3.2	6.7
