"rrg"	"ticker"	"name"	"date"	"rclose"	"RSI"
-1	"EM.MI"	"EMAK"	2025-09-22	0.49	85.7142857142857
-1	"ENAV.MI"	"ENAV"	2025-09-22	1.7	78.5714285714286
-1	"ENV.MI"	"ENERVIT"	2025-09-22	1.98	50
-1	"ESIGM.MI"	"ESI"	2025-09-22	0.8	64.2857142857143
-1	"ETH.MI"	"EUROTECH"	2025-09-22	0.5	64.2857142857143
-1	"FDA.MI"	"FIDIA"	2025-09-22	0.11	57.1428571428571
-1	"FIC.MI"	"FIRST CAPITAL"	2025-09-22	9.7	42.8571428571429
-1	"FILA.MI"	"FILA"	2025-09-22	4.42	50
-1	"FNM.MI"	"FNM"	2025-09-22	0.23	78.5714285714286
-1	"FPE.MI"	"FOPE"	2025-09-22	15.04	28.5714285714286
-1	"FRE.MI"	"FRENDY ENERGY"	2025-09-22	0.11	85.7142857142857
-1	"FUM.MI"	"FRANCHI UMBERTO MARMI"	2025-09-22	2.03	42.8571428571429
-1	"G.MI"	"GENERALI ASS"	2025-09-22	16.22	35.7142857142857
-1	"GAMB.MI"	"GAMBERO ROSSO"	2025-09-22	0.13	85.7142857142857
-1	"GCOM.MI"	"GIGLIO.COM"	2025-09-22	0.64	57.1428571428571
-1	"GEO.MI"	"GEOX"	2025-09-22	0.15	92.8571428571429
-1	"GG.MI"	"GIGLIO GROUP"	2025-09-22	0.12	92.8571428571429
-1	"GHC.MI"	"GAROFALO HEALTH CARE"	2025-09-22	2.25	50
-1	"GIS.MI"	"GISMONDI 1754"	2025-09-22	1.04	50
-1	"GRAL.MI"	"GRIFAL"	2025-09-22	0.75	64.2857142857143
-1	"GROW.MI"	"GROWENS"	2025-09-22	1.47	50
-1	"GVS.MI"	"GVS"	2025-09-22	2.18	50
-1	"HER.MI"	"HERA"	2025-09-22	1.81	64.2857142857143
-1	"IB.MI"	"INIZIATIVE BRESCIANE"	2025-09-22	6.13	50
-1	"ICF.MI"	"INDUSTRIE CHIMICHE FORESTALI"	2025-09-22	3.08	50
-1	"IDNTT.MI"	"IDNTT"	2025-09-22	1.47	57.1428571428571
-1	"IF.MI"	"BANCA IFIS"	2025-09-22	11.36	42.8571428571429
-1	"IMS.MI"	"IMMSI"	2025-09-22	0.28	92.8571428571429
-1	"INC.MI"	"INNOVATEC"	2025-09-22	0.14	92.8571428571429
-1	"INDB.MI"	"INDEL B"	2025-09-22	10.19	57.1428571428571
-1	"INW.MI"	"INWIT"	2025-09-22	4.88	42.8571428571429
-1	"IOT.MI"	"SECO"	2025-09-22	1.84	64.2857142857143
-1	"IP.MI"	"INTERPUMP GROUP"	2025-09-22	19.46	50
-1	"IRC.MI"	"IRCE"	2025-09-22	1.05	64.2857142857143
-1	"ITD.MI"	"INTRED"	2025-09-22	4.91	50
-1	"ITM.MI"	"ITALMOBILIARE"	2025-09-22	14.77	71.4285714285714
-1	"IWB.MI"	"ITALIAN WINE BRANDS"	2025-09-22	10.93	42.8571428571429
-1	"KME.MI"	"KME GROUP"	2025-09-22	0.45	64.2857142857143
-1	"LDO.MI"	"LEONARDO"	2025-09-22	25.34	57.1428571428571
-1	"LFG.MI"	"LEONE FILM GROUP"	2025-09-22	0.78	64.2857142857143
-1	"LLY.DE"	NA	2025-09-22	316.12	35.7142857142857
-1	"LNDR.MI"	"LANDI RENZO"	2025-09-22	0.48	71.4285714285714
-1	"LON.MI"	"LONGINO&CARDENAL"	2025-09-22	0.56	57.1428571428571
-1	"MARP.MI"	"MARZOCCHI POMPE"	2025-09-22	1.33	64.2857142857143
-1	"MARR.MI"	"MARR"	2025-09-22	4.5	28.5714285714286
-1	"MASI.MI"	"MASI AGRICOLA"	2025-09-22	2.02	57.1428571428571
-1	"MET.MI"	"MET.EXTRA GROUP"	2025-09-22	0.75	57.1428571428571
-1	"MEV.MI"	"MEVIM"	2025-09-22	0.18	71.4285714285714
-1	"MFEB.MI"	NA	2025-09-22	2.27	57.1428571428571
-1	"MN.MI"	"MONDADORI EDIT"	2025-09-22	1.03	78.5714285714286
-1	"MNL.MI"	"MONNALISA"	2025-09-22	0.53	42.8571428571429
-1	"MONC.MI"	"MONCLER"	2025-09-22	24.75	57.1428571428571
-1	"MTS.MI"	"MIT SIM"	2025-09-22	0.91	42.8571428571429
-1	"MTV.MI"	"MONDO TV"	2025-09-22	0.03	92.8571428571429
-1	"NDT.MI"	"NEODECORTECH"	2025-09-22	1.63	50
-1	"NEXI.MI"	"NEXI"	2025-09-22	2.44	35.7142857142857
-1	"NOV.DE"	NA	2025-09-22	25.24	50
-1	"NPI.MI"	"NOTORIOUS PICTURES"	2025-09-22	0.35	78.5714285714286
-1	"NRST.MI"	"NEUROSOFT"	2025-09-22	0.39	71.4285714285714
-1	"NTW.MI"	"NETWEEK"	2025-09-22	0.02	100
-1	"PHIL.MI"	"PHILOGEN"	2025-09-22	12.53	42.8571428571429
-1	"PHN.MI"	"PHARMANUTRA"	2025-09-22	21.14	35.7142857142857
-1	"PINF.MI"	"PININFARINA SPA"	2025-09-22	0.43	71.4285714285714
-1	"PIRC.MI"	"PIRELLI & C"	2025-09-22	3.22	50
-1	"PLN.MI"	"PLANETEL"	2025-09-22	2.05	57.1428571428571
-1	"PMT.MI"	"PROMOTICA"	2025-09-22	1.18	57.1428571428571
-1	"POPR.MI"	"POLIGRAFICI PRINTING"	2025-09-22	0.22	85.7142857142857
-1	"POR.MI"	"PORTOBELLO"	2025-09-22	0.61	42.8571428571429
-1	"PQ.MI"	"PIQUADRO"	2025-09-22	1.18	57.1428571428571
-1	"PRO.MI"	"BCA PROFILO"	2025-09-22	0.08	100
-1	"PRT.MI"	"ESPRINET"	2025-09-22	3.01	64.2857142857143
-1	"PTR.MI"	"PATTERN"	2025-09-22	1.99	35.7142857142857
-1	"RACE.MI"	"FERRARI"	2025-09-22	198.95	21.4285714285714
-1	"RAD.MI"	"RADICI"	2025-09-22	0.55	78.5714285714286
-1	"RAT.MI"	"RATTI"	2025-09-22	0.87	71.4285714285714
-1	"REC.MI"	"RECORDATI ORD"	2025-09-22	25.9	35.7142857142857
-1	"RETI.MI"	"RETI"	2025-09-22	0.74	78.5714285714286
-1	"REY.MI"	"REPLY"	2025-09-22	59.69	35.7142857142857
-1	"RWAY.MI"	"RAI WAY"	2025-09-22	2.97	50
-1	"SAB.MI"	"SABAF"	2025-09-22	6.71	35.7142857142857
-1	"SCM.MI"	"SOLUTIONS CAPITAL MANAGEMENT SIM"	2025-09-22	1.64	78.5714285714286
-1	"SEIF.MI"	"SOCIETA' EDITORIALE IL FATTO"	2025-09-22	0.16	92.8571428571429
-1	"SERI.MI"	"SERI INDUSTRIAL"	2025-09-22	1.15	50
-1	"SES.MI"	"SESA"	2025-09-22	45.55	64.2857142857143
-1	"SFER.MI"	"SALVATORE FERRAGAMO"	2025-09-22	2.63	71.4285714285714
-1	"SFL.MI"	"SAFILO GROUP"	2025-09-22	0.78	64.2857142857143
-1	"SFT.MI"	"SOFTLAB"	2025-09-22	0.71	57.1428571428571
-1	"SGF.MI"	"SOGEFI"	2025-09-22	1.31	57.1428571428571
-1	"SL.MI"	"SANLORENZO"	2025-09-22	19.46	50
-1	"SOS.MI"	"SOSTRAVEL.COM"	2025-09-22	0.33	57.1428571428571
-1	"SSL.MI"	"S.S. LAZIO"	2025-09-22	0.51	71.4285714285714
-1	"STLAM.MI"	"STELLANTIS"	2025-09-22	4.03	50
-1	"STMMI.MI"	NA	2025-09-22	11.75	50
-1	"TB.MI"	"TRIBOO"	2025-09-22	0.18	85.7142857142857
-1	"TCM.MI"	"TECMA SOLUTIONS"	2025-09-22	1.28	57.1428571428571
-1	"TEN.MI"	"TENARIS"	2025-09-22	7.27	35.7142857142857
-1	"TFIN.MI"	"TREVI FIN IND"	2025-09-22	0.26	85.7142857142857
-1	"TIP.MI"	"TAMBURI"	2025-09-22	4.08	64.2857142857143
-1	"TLS.MI"	"TELESIA"	2025-09-22	0.63	71.4285714285714
-1	"TNX.MI"	"TENAX INTERNATIONAL"	2025-09-22	1.06	57.1428571428571
-1	"TPS.MI"	"TPS"	2025-09-22	3.46	50
-1	"TSL.MI"	"TESSELLIS"	2025-09-22	0.05	92.8571428571429
-1	"TWL.MI"	"TRAWELL CO"	2025-09-22	2.72	28.5714285714286
-1	"TXT.MI"	"TXT E-SOLUTIONS"	2025-09-22	15.48	57.1428571428571
-1	"UBM.MI"	"ULISSE BIOMED"	2025-09-22	0.56	78.5714285714286
-1	"UD.MI"	"UNIDATA"	2025-09-22	0.98	57.1428571428571
-1	"VLS.MI"	"VALSOIA"	2025-09-22	5.76	57.1428571428571
-1	"VNT.MI"	"VANTEA SMART"	2025-09-22	0.56	64.2857142857143
-1	"ZEST.MI"	"ZEST"	2025-09-22	0.08	100
-1	"ZUC.MI"	"ZUCCHI"	2025-09-22	0.47	50
-1	"ZV.MI"	"ZIGNAGO VETRO"	2025-09-22	3.81	28.5714285714286
0	"ASC.MI"	"ASCOPIAVE"	2025-09-22	1.48	57.1428571428571
0	"AUTME.MI"	"AUTOSTRADE MERID"	2025-09-22	1.36	64.2857142857143
0	"EEMS.MI"	"EEMS"	2025-09-22	0.08	85.7142857142857
0	"MFT.MI"	"MATICA FINTEC"	2025-09-22	1.09	57.1428571428571
0	"RCS.MI"	"RCS MEDIAGROUP"	2025-09-22	0.53	78.5714285714286
0	"SOM.MI"	"SOMEC"	2025-09-22	8.47	57.1428571428571
0	"TIME.MI"	"COMPAGNIA DEI CARAIBI"	2025-09-22	0.24	92.8571428571429
0	"VIM.MI"	"VIMI FASTENERS"	2025-09-22	0.56	64.2857142857143
1	"ACE.MI"	"ACEA"	2025-09-22	9.62	50
1	"AIW.MI"	"ALMAWAVE"	2025-09-22	1.77	57.1428571428571
1	"ARBS.MI"	"ARTERRA BIOSCIENCE"	2025-09-22	1.48	64.2857142857143
1	"ARN.MI"	"ALERION"	2025-09-22	9.46	42.8571428571429
1	"AV.MI"	"ANTARES VISION"	2025-09-22	2.63	64.2857142857143
1	"AVIO.MI"	"AVIO"	2025-09-22	23.5	57.1428571428571
1	"AZM.MI"	"AZIMUT"	2025-09-22	15.24	64.2857142857143
1	"B.MI"	"BASTOGI SPA"	2025-09-22	0.38	92.8571428571429
1	"BAMI.MI"	"BANCO BPM"	2025-09-22	6.22	71.4285714285714
1	"BMED.MI"	"BANCA MEDIOLANUM"	2025-09-22	8.34	50
1	"BMPS.MI"	"BANCA MONTE PASCHI SIENA"	2025-09-22	3.89	50
1	"BPE.MI"	"BPER BANCA"	2025-09-22	4.64	71.4285714285714
1	"BPSO.MI"	"BCA POP SONDRIO"	2025-09-22	6.5	85.7142857142857
1	"CALT.MI"	"CALTAGIRONE"	2025-09-22	4.17	78.5714285714286
1	"CED.MI"	"CALTAGIRONE EDIT"	2025-09-22	0.9	57.1428571428571
1	"CELL.MI"	"CELLULARLINE"	2025-09-22	1.36	50
1	"CLI.MI"	"CENTRALE DEL LATTE D'ITALIA"	2025-09-22	1.65	50
1	"CMB.MI"	"CEMBRE"	2025-09-22	26.51	21.4285714285714
1	"COM.MI"	"COMER INDUSTRIES"	2025-09-22	17.41	35.7142857142857
1	"CRL.MI"	"CAREL INDUSTRIES"	2025-09-22	12.21	50
1	"CULT.MI"	"CULTI MILANO"	2025-09-22	7.02	35.7142857142857
1	"CVG.MI"	"CONVERGENZE"	2025-09-22	1.04	57.1428571428571
1	"CY4.MI"	"CY4GATE"	2025-09-22	2.33	50
1	"DAN.MI"	"DANIELI & C"	2025-09-22	19.43	50
1	"DBA.MI"	"DBA GROUP"	2025-09-22	2.22	57.1428571428571
1	"DGV.MI"	"DIGITAL VALUE"	2025-09-22	14.13	35.7142857142857
1	"DIB.MI"	"DIGITAL BROS"	2025-09-22	6.02	50
1	"ECK.MI"	"ECOSUNTEK"	2025-09-22	1.27	42.8571428571429
1	"EDNR.MI"	"EDISON R"	2025-09-22	1.14	71.4285714285714
1	"ELC.MI"	"ELICA"	2025-09-22	0.85	50
1	"ELES.MI"	"ELES"	2025-09-22	1.09	57.1428571428571
1	"ELN.MI"	"EL.EN"	2025-09-22	5.61	35.7142857142857
1	"ENEL.MI"	"ENEL"	2025-09-22	3.85	64.2857142857143
1	"ENI.MI"	"ENI"	2025-09-22	7.15	35.7142857142857
1	"EQUI.MI"	"EQUITA GROUP"	2025-09-22	2.92	85.7142857142857
1	"ERG.MI"	"ERG"	2025-09-22	10.11	50
1	"ESAU.MI"	"ESAUTOMOTION"	2025-09-22	1.66	50
1	"EVISO.MI"	"EVISO"	2025-09-22	5.13	42.8571428571429
1	"EXAI.MI"	"EXPERT.AI"	2025-09-22	0.84	85.7142857142857
1	"FBK.MI"	"FINECOBANK"	2025-09-22	9.09	50
1	"FCT.MI"	"FINCANTIERI"	2025-09-22	10.18	50
1	"FF.MI"	"FINE FOODS & PHARMACEUTICALS NTM"	2025-09-22	3.61	50
1	"FM.MI"	"FIERA MILANO"	2025-09-22	3.6	57.1428571428571
1	"GAB.MI"	"GABETTI"	2025-09-22	0.33	71.4285714285714
1	"GE.MI"	"GEFRAN"	2025-09-22	5.88	71.4285714285714
1	"GEL.MI"	"GEL"	2025-09-22	1.1	64.2857142857143
1	"GPI.MI"	"GPI"	2025-09-22	9.01	50
