date	volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rh4	rl4	rrg	rflr	rclg	rrg_ch
2016-01-04 08:00:00	55300	19.08	18.58	19.08	18.66	14.27	MARR.MI	19.08	19.08	18.58	18.66						0																															
2016-01-05 08:00:00	73811	18.7	18.23	18.56	18.44	14.1	MARR.MI	18.34	18.48	18.01	18.22						0																					18.01										
2016-01-06 08:00:00	53040	18.52	17.83	18.52	18.29	13.99	MARR.MI	18.8	18.8	18.1	18.57						0																															
2016-01-07 08:00:00	56121	18.35	17.74	18.35	18.03	13.79	MARR.MI	18.85	18.85	18.22	18.52						0								17.74																							
2016-01-08 08:00:00	59814	18.39	17.97	18.0	17.97	13.75	MARR.MI	18.78	19.19	18.75	18.75						0							18.39													19.19											
2016-01-11 08:00:00	48484	18.05	17.45	17.9	17.47	13.36	MARR.MI	18.79	18.94	18.31	18.33						0																															
2016-01-12 08:00:00	120244	17.68	17.31	17.41	17.56	13.43	MARR.MI	18.08	18.36	17.97	18.23						0								17.31													17.97		17.97								
2016-01-13 08:00:00	63719	17.95	17.38	17.38	17.67	13.52	MARR.MI	17.89	18.48	17.89	18.19						0							17.95																								
2016-01-14 08:00:00	91120	17.69	17.2	17.69	17.26	13.2	MARR.MI	18.52	18.52	18.01	18.07						0																															
2016-01-15 08:00:00	117511	17.5	16.95	17.47	17.27	13.21	MARR.MI	18.87	18.9	18.31	18.65						0																															
2016-01-18 08:00:00	88641	17.45	16.63	17.13	16.63	12.72	MARR.MI	19.01	19.36	18.45	18.45						0																				19.36		19.36									
2016-01-19 08:00:00	83290	17.08	16.61	16.76	16.77	12.83	MARR.MI	18.4	18.76	18.24	18.42						0																					18.24										
2016-01-20 08:00:00	88846	16.73	16.16	16.7	16.16	12.36	MARR.MI	19.27	19.31	18.65	18.65						0								16.16		16.16										19.31											
2016-01-21 08:00:00	118442	17.16	16.04	16.22	16.95	12.97	MARR.MI	17.96	19.0	17.76	18.77						0																					17.76		17.76		17.76						
2016-01-22 08:00:00	86470	17.81	17.1	17.19	17.81	13.62	MARR.MI	18.73	19.41	18.63	19.41						0																															
2016-01-25 08:00:00	44178	17.9	17.24	17.9	17.59	13.45	MARR.MI	19.91	19.91	19.18	19.56						0							17.9													19.91											
2016-01-26 08:00:00	32573	17.69	17.28	17.41	17.43	13.33	MARR.MI	19.08	19.38	18.93	19.1						0								17.28													18.93										
2016-01-27 08:00:00	16188	17.64	17.35	17.59	17.42	13.32	MARR.MI	19.35	19.41	19.09	19.16						0																															
2016-01-28 08:00:00	22747	17.7	17.3	17.6	17.54	13.42	MARR.MI	20.06	20.18	19.72	19.99						0																				20.18											
2016-01-29 08:00:00	35410	17.74	17.38	17.53	17.65	13.5	MARR.MI	19.48	19.71	19.31	19.61						0																					19.31										
2016-02-01 08:00:00	24357	18.04	17.73	17.75	18.0	13.77	MARR.MI	19.91	20.23	19.89	20.19					1.0	0							18.04		18.04																						
2016-02-02 08:00:00	22791	18.01	17.68	18.01	17.73	13.56	MARR.MI	20.84	20.84	20.45	20.51					1.0	0																															
2016-02-03 08:00:00	55113	17.92	17.11	17.6	17.11	13.09	MARR.MI	20.96	21.34	20.37	20.37					1.0	0																				21.34		21.34									
2016-02-04 08:00:00	52544	17.42	16.73	17.15	17.36	13.28	MARR.MI	20.17	20.49	19.68	20.42					1.0	0																					19.68										
2016-02-05 08:00:00	31362	17.47	16.89	17.2	17.06	13.05	MARR.MI	20.67	21.0	20.3	20.51					1.0	0																				21.0											
2016-02-08 08:00:00	63767	17.16	15.81	17.0	15.83	12.11	MARR.MI	21.44	21.64	19.94	19.96					1.0	0																					19.94										
2016-02-09 08:00:00	90820	16.09	15.51	15.54	15.89	12.15	MARR.MI	20.25	20.96	20.21	20.7					1.0	0								15.51		15.51		15.51								20.96											
2016-02-10 08:00:00	111422	16.85	15.65	16.01	16.49	12.61	MARR.MI	19.86	20.9	19.41	20.46					1.0	0							16.85														19.41		19.41								
2016-02-11 08:00:00	51217	16.51	15.95	16.51	16.08	12.3	MARR.MI	21.7	21.7	20.97	21.14					1.0	0								15.95												21.7		21.7									
2016-02-12 08:00:00	74120	16.39	16.02	16.05	16.16	12.36	MARR.MI	20.15	20.58	20.11	20.29					1.0	0																															
2016-02-15 08:00:00	29472	16.83	16.32	16.5	16.5	12.62	MARR.MI	20.07	20.48	19.86	20.07					1.0	0							16.83														19.86										
2016-02-16 08:00:00	54629	16.72	16.32	16.69	16.55	12.66	MARR.MI	20.41	20.44	19.95	20.24					1.0	0								16.32												20.44											
2016-02-17 08:00:00	55359	16.94	16.49	16.5	16.71	12.78	MARR.MI	19.69	20.21	19.67	19.94					1.0	0																					19.67		19.67								
2016-02-18 08:00:00	39206	17.0	16.72	16.72	16.93	12.95	MARR.MI	20.26	20.6	20.26	20.51					1.0	0																															
2016-02-19 08:00:00	51845	17.31	16.86	16.9	17.2	13.16	MARR.MI	20.72	21.22	20.67	21.09					1.0	0																				21.22											
2016-02-22 08:00:00	60325	17.78	17.15	17.15	17.63	13.49	MARR.MI	20.31	21.06	20.31	20.88					1.0	0																					20.31										
2016-02-23 08:00:00	74699	18.14	17.55	17.55	17.73	13.56	MARR.MI	21.2	21.91	21.2	21.42					1.0	0							18.14																								
2016-02-24 08:00:00	21222	17.88	17.49	17.58	17.49	13.38	MARR.MI	21.8	22.17	21.69	21.69					1.0	0																				22.17		22.17									
2016-02-25 08:00:00	49158	17.8	17.43	17.65	17.45	13.35	MARR.MI	21.39	21.58	21.13	21.15					1.0	0								17.43																							
2016-02-26 08:00:00	51742	18.01	17.34	17.44	17.95	13.73	MARR.MI	20.68	21.36	20.56	21.29					1.0	0																															
2016-02-29 08:00:00	34379	18.0	17.59	17.95	18.0	13.77	MARR.MI	21.12	21.18	20.7	21.18					1.0	0																															
2016-03-01 08:00:00	39105	18.46	17.81	18.05	18.26	13.97	MARR.MI	20.78	21.25	20.5	21.02					1.0	0							18.46		18.46																						
2016-03-02 08:00:00	77107	18.5	17.94	18.5	17.95	13.73	MARR.MI	21.07	21.07	20.43	20.44					1.0	0																															
2016-03-03 08:00:00	13213	18.32	17.96	18.18	17.96	13.74	MARR.MI	20.54	20.7	20.29	20.29					1.0	0																					20.29										
2016-03-04 08:00:00	27839	18.18	17.75	18.08	18.14	13.88	MARR.MI	20.51	20.62	20.13	20.58					1.0	0																															
2016-03-07 08:00:00	16709	18.21	17.73	18.2	17.88	13.68	MARR.MI	20.9	20.91	20.36	20.53					1.0	0																				20.91											
2016-03-08 08:00:00	24745	17.96	17.41	17.96	17.48	13.37	MARR.MI	20.67	20.67	20.03	20.11					1.0	0																															
2016-03-09 08:00:00	12985	17.74	17.44	17.45	17.48	13.37	MARR.MI	19.87	20.2	19.86	19.9					1.0	0																															
2016-03-10 08:00:00	31980	17.76	16.76	17.46	16.76	12.82	MARR.MI	19.98	20.32	19.18	19.18					-1.0	0								16.76		16.76																					
2016-03-11 08:00:00	46318	17.49	17.15	17.27	17.15	13.12	MARR.MI	18.86	19.1	18.73	18.73					-1.0	0																					18.73		18.73								
2016-03-14 08:00:00	51290	17.75	17.22	17.24	17.58	13.45	MARR.MI	18.83	19.39	18.81	19.2					-1.0	0																															
2016-03-15 08:00:00	28380	17.79	17.4	17.65	17.78	13.6	MARR.MI	19.5	19.66	19.23	19.65					-1.0	0																															
2016-03-16 08:00:00	29223	18.0	17.62	17.88	17.62	13.48	MARR.MI	19.79	19.92	19.5	19.5					-1.0	0																															
2016-03-17 08:00:00	29446	18.07	17.65	17.77	18.0	13.77	MARR.MI	19.8	20.13	19.67	20.06					-1.0	0																															
2016-03-18 08:00:00	25557	18.12	17.86	18.0	17.86	13.66	MARR.MI	20.05	20.19	19.9	19.9					-1.0	0							18.12													20.19											
2016-03-21 08:00:00	40701	18.18	17.5	18.18	17.58	13.45	MARR.MI	20.16	20.16	19.41	19.5					-1.0	0																															
2016-03-22 08:00:00	69833	17.71	17.01	17.66	17.28	13.22	MARR.MI	19.58	19.64	18.86	19.16					-1.0	0																					18.86										
2016-03-23 08:00:00	62648	17.46	16.92	17.28	17.13	13.1	MARR.MI	19.41	19.61	19.0	19.24					-1.0	0								16.92																							
2016-03-24 08:00:00	34422	17.66	17.06	17.06	17.62	13.48	MARR.MI	19.47	20.16	19.47	20.11					-1.0	0																															
2016-03-29 07:00:00	33307	17.76	17.24	17.44	17.6	13.46	MARR.MI	19.9	20.26	19.67	20.08					-1.0	0																				20.26											
2016-03-30 07:00:00	28057	17.8	17.42	17.42	17.59	13.45	MARR.MI	19.66	20.09	19.66	19.85					-1.0	0																					19.66										
2016-03-31 07:00:00	17567	17.7	17.42	17.65	17.7	13.54	MARR.MI	20.2	20.26	19.94	20.26					-1.0	0																															
2016-04-01 07:00:00	78881	18.3	17.41	17.6	18.25	13.96	MARR.MI	20.53	21.34	20.31	21.29					1.0	0																															
2016-04-04 07:00:00	38853	18.41	18.11	18.25	18.41	14.08	MARR.MI	21.45	21.64	21.29	21.64					1.0	0																															
2016-04-05 07:00:00	55974	18.5	17.97	18.15	18.5	14.15	MARR.MI	22.0	22.42	21.78	22.42				1.0	1.0	1							18.5													22.42											
2016-04-06 07:00:00	52784	18.65	18.15	18.5	18.15	13.88	MARR.MI	22.25	22.43	21.83	21.83				1.0	1.0	1																					21.83										
2016-04-07 07:00:00	40606	18.52	18.04	18.37	18.3	14.0	MARR.MI	22.65	22.83	22.24	22.56				1.0	1.0	1								18.04												22.83		22.83									
2016-04-08 07:00:00	57376	18.5	18.09	18.11	18.4	14.07	MARR.MI	21.45	21.91	21.43	21.79				1.0	1.0	1																															
2016-04-11 07:00:00	63982	18.59	18.26	18.38	18.3	14.0	MARR.MI	21.5	21.75	21.36	21.41				1.0	1.0	1																					21.36										
2016-04-12 07:00:00	104098	19.02	18.3	18.5	19.02	14.55	MARR.MI	21.99	22.61	21.75	22.61				1.0	1.0	1																				22.61											
2016-04-13 07:00:00	55142	19.06	18.6	19.02	18.72	14.32	MARR.MI	21.71	21.75	21.23	21.37				1.0	1.0	1							19.06		19.06		19.06																				
2016-04-14 07:00:00	48608	18.95	18.36	18.95	18.4	14.07	MARR.MI	21.44	21.44	20.77	20.81				1.0	1.0	1																															
2016-04-15 07:00:00	92998	18.61	17.83	18.61	18.26	13.97	MARR.MI	21.13	21.13	20.25	20.74				1.0	1.0	1								17.83													20.25										
2016-04-18 07:00:00	35554	18.52	18.12	18.32	18.52	14.17	MARR.MI	20.69	20.92	20.47	20.92				1.0	1.0	1							18.52													20.92											
2016-04-19 07:00:00	43027	18.52	18.05	18.52	18.15	13.88	MARR.MI	20.81	20.81	20.29	20.4				1.0	1.0	1																															
2016-04-20 07:00:00	14197	18.29	18.15	18.2	18.15	13.88	MARR.MI	20.23	20.33	20.17	20.17				1.0	1.0	1																															
2016-04-21 07:00:00	41661	18.25	17.97	18.13	18.04	13.8	MARR.MI	20.07	20.2	19.89	19.97				1.0	1.0	1																															
2016-04-22 07:00:00	29043	18.15	17.9	18.0	17.9	13.69	MARR.MI	19.97	20.14	19.86	19.86				1.0	1.0	1																					19.86										
2016-04-25 07:00:00	16333	18.08	17.77	18.0	17.8	13.62	MARR.MI	20.28	20.37	20.02	20.05				1.0	1.0	1																				20.37											
2016-04-26 07:00:00	27521	18.02	17.75	18.02	17.75	13.58	MARR.MI	20.01	20.01	19.71	19.71				1.0	1.0	1								17.75													19.71										
2016-04-27 07:00:00	25215	18.22	17.66	17.95	18.12	13.86	MARR.MI	19.85	20.15	19.53	20.04				1.0	-1.0	1																				20.15											
2016-04-28 07:00:00	19684	18.18	17.76	18.0	18.18	13.91	MARR.MI	19.67	19.86	19.4	19.86				1.0	-1.0	1							18.18														19.4		19.4								
2016-04-29 07:00:00	52561	18.18	17.7	18.15	17.77	13.59	MARR.MI	20.23	20.26	19.73	19.81				1.0	-1.0	1								17.7		17.7																					
2016-05-02 07:00:00	45420	18.43	17.75	18.0	18.43	14.1	MARR.MI	20.26	20.75	19.98	20.75				1.0	-1.0	1							18.43		18.43																						
2016-05-03 07:00:00	28347	18.35	17.99	18.35	18.23	13.94	MARR.MI	21.18	21.18	20.76	21.04				1.0	-1.0	1																				21.18											
2016-05-04 07:00:00	47809	18.25	17.75	18.16	17.82	13.63	MARR.MI	20.99	21.1	20.52	20.6				1.0	-1.0	1																					20.52										
2016-05-05 07:00:00	12255	18.1	17.8	17.9	17.89	13.68	MARR.MI	20.71	20.94	20.59	20.69				1.0	-1.0	1																															
2016-05-06 07:00:00	22119	18.05	17.8	17.92	17.91	13.7	MARR.MI	20.82	20.97	20.68	20.81				1.0	-1.0	1								17.8																							
