volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
105892	0.39	0.38	0.39	0.39	0.36	CIR.MI	0.46	0.46	0.45	0.46	0.5	0.37	0.0	1.0	1.0	1	1.0			1.0																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
403470	0.39	0.38	0.39	0.39	0.36	CIR.MI	0.47	0.47	0.46	0.47	0.5	0.37	0.0	1.0	1.0	1	1.0			1.0													0.47											0.0	0.0	0.0	0.0	0.0	0.0		0.0
399670	0.38	0.37	0.38	0.37	0.34	CIR.MI	0.48	0.48	0.46	0.46	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0																								-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
471777	0.37	0.35	0.37	0.35	0.32	CIR.MI	0.47	0.47	0.44	0.45	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0				0.35										0.44										-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
365816	0.37	0.35	0.36	0.37	0.34	CIR.MI	0.45	0.47	0.44	0.47	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0			0.37										0.47											0.0	0.0	0.0	0.0	0.0	0.0		0.0
414717	0.36	0.34	0.36	0.35	0.33	CIR.MI	0.46	0.46	0.43	0.45	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0				0.34																				-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
2519386	0.37	0.35	0.36	0.37	0.34	CIR.MI	0.44	0.45	0.43	0.45	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
660483	0.37	0.35	0.36	0.37	0.34	CIR.MI	0.43	0.44	0.42	0.44	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0														0.42		0.42								0.0	0.0	0.0	0.0	0.0	0.0		0.0
1096213	0.37	0.36	0.36	0.36	0.34	CIR.MI	0.43	0.44	0.43	0.43	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0																								-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
582251	0.38	0.36	0.36	0.37	0.35	CIR.MI	0.43	0.46	0.43	0.45	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0													0.46											0.0	0.0	0.0	0.0	0.0	0.0		0.0
361479	0.39	0.37	0.38	0.39	0.36	CIR.MI	0.43	0.45	0.43	0.45	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0			0.39		0.39									0.43										0.0	0.0	0.0	0.0	0.0	0.0		0.0
418732	0.37	0.35	0.35	0.37	0.34	CIR.MI	0.46	0.49	0.46	0.49	0.5	0.37	0.0	1.0	1.0	-1	1.0			1.0																								-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
491917	0.38	0.34	0.38	0.34	0.32	CIR.MI	0.52	0.52	0.47	0.47	0.52	0.37	1.0	1.0	1.0	-1	1.0			1.0													0.52		0.52		0.52							-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.34	0.0
248606	0.37	0.35	0.36	0.35	0.33	CIR.MI	0.48	0.49	0.47	0.47	0.52	0.37	1.0	1.0	1.0	-1	1.0			1.0																								0.009999999999999953	0.009999999999999953	0.009999999999999953	0.02941176470588225	0.028987536873252187	0.02941176470588225	0.34	0.009999999999999953
1255939	0.36	0.34	0.36	0.35	0.32	CIR.MI	0.46	0.47	0.44	0.45	0.52	0.37	1.0	1.0	1.0	-1	1.0			1.0																								0.0	0.0	0.009999999999999953	0.0	0.0	0.02941176470588225	0.34	0.009999999999999953
1239642	0.35	0.33	0.34	0.34	0.32	CIR.MI	0.44	0.45	0.43	0.44	0.52	0.37	1.0	1.0	1.0	-1	1.0			1.0				0.33		0.33		0.33						0.43										-0.009999999999999953	-0.009999999999999953	0.0	-0.02857142857142847	-0.028987536873252187	0.0	0.33	0.0
128422	0.36	0.35	0.35	0.35	0.32	CIR.MI	0.44	0.45	0.44	0.45	0.52	0.37	1.0	1.0	1.0	-1	1.0			1.0																								0.009999999999999953	0.009999999999999953	0.009999999999999953	0.02941176470588225	0.028987536873252187	0.02941176470588225	0.33	0.009999999999999953
