volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rh4	rl4	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
562350	1.2	1.17	1.2	1.19	0.8	RCS.MI	1.06	1.06	1.03	1.05	1.18	0.96	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.19999999999999973	0.008333333333333304	0.00836824967051658	-0.20530636497022825	1.25	-0.19999999999999973
452140	1.19	1.16	1.19	1.17	0.79	RCS.MI	1.07	1.07	1.04	1.05	1.18	0.96	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.020000000000000018	0.020000000000000018	-0.17999999999999972	0.01680672268907568	0.01694955831377332	-0.19172185838852263	1.25	-0.17999999999999972
232632	1.18	1.16	1.16	1.17	0.79	RCS.MI	1.04	1.05	1.04	1.04	1.18	0.96	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0		1.16						-1.0			1.29		1.04								0.0			1.2	-0.0	-0.0	-0.17999999999999972	-0.0	-0.0	-0.19172185838852263	1.25	-0.17999999999999972
226724	1.18	1.16	1.16	1.16	0.78	RCS.MI	1.05	1.07	1.05	1.05	1.18	0.96	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.1699999999999997	0.008547008547008517	0.008583743691391442	-0.1847539433746307	1.25	-0.1699999999999997
560105	1.22	1.16	1.16	1.2	0.81	RCS.MI	1.06	1.11	1.06	1.09	1.18	0.96	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.22							-1.0			1.29										0.0			1.2	-0.040000000000000036	-0.040000000000000036	-0.20999999999999974	-0.034482758620689724	-0.033901551675681416	-0.21192881192880964	1.25	-0.20999999999999974
434791	1.21	1.17	1.2	1.17	0.79	RCS.MI	1.11	1.12	1.08	1.09	1.18	0.96	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29	1.12		1.12							0.0			1.2	0.030000000000000027	0.030000000000000027	-0.17999999999999972	0.025000000000000022	0.025317807984289897	-0.19172185838852274	1.25	-0.17999999999999972
543747	1.18	1.12	1.17	1.13	0.76	RCS.MI	1.11	1.11	1.06	1.06	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29										0.0			1.2	0.040000000000000036	0.040000000000000036	-0.13999999999999968	0.03418803418803418	0.03478611608541554	-0.16311024275625807	1.25	-0.13999999999999968
859997	1.14	1.08	1.14	1.09	0.74	RCS.MI	1.11	1.11	1.05	1.06	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0		1.08						-1.0			1.29										0.0			1.2	0.039999999999999813	0.039999999999999813	-0.09999999999999987	0.03539823008849541	0.03603993648319669	-0.13239869203171717	1.25	-0.09999999999999987
375445	1.13	1.1	1.1	1.13	0.76	RCS.MI	1.05	1.07	1.04	1.07	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29		1.04								0.0			1.2	-0.039999999999999813	-0.039999999999999813	-0.13999999999999968	-0.0366972477064218	-0.03603993648319666	-0.16311024275625796	1.25	-0.13999999999999968
304960	1.17	1.14	1.14	1.14	0.77	RCS.MI	1.09	1.11	1.08	1.09	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.1499999999999997	-0.008849557522123908	-0.008810629682154906	-0.1704513809776943	1.25	-0.1499999999999997
491932	1.18	1.15	1.16	1.16	0.78	RCS.MI	1.08	1.11	1.08	1.09	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.18							-1.0			1.29										0.0			1.2	-0.020000000000000018	-0.020000000000000018	-0.1699999999999997	-0.01754385964912286	-0.01739174271186924	-0.1847539433746307	1.25	-0.1699999999999997
509468	1.17	1.15	1.16	1.17	0.79	RCS.MI	1.09	1.1	1.09	1.1	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29	1.1									0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.17999999999999972	-0.008620689655172376	-0.008583743691391435	-0.19172185838852274	1.25	-0.17999999999999972
318115	1.17	1.12	1.17	1.13	0.76	RCS.MI	1.11	1.11	1.07	1.08	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29										0.0			1.2	0.040000000000000036	0.040000000000000036	-0.13999999999999968	0.03418803418803418	0.03478611608541554	-0.16311024275625807	1.25	-0.13999999999999968
731600	1.13	1.1	1.12	1.1	0.75	RCS.MI	1.06	1.07	1.05	1.05	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29		1.05								0.0			1.2	0.029999999999999805	0.029999999999999805	-0.10999999999999988	0.0265486725663715	0.026907452919924156	-0.14028597664961073	1.24	-0.10999999999999988
516309	1.12	1.1	1.1	1.11	0.75	RCS.MI	1.05	1.07	1.05	1.06	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0								-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.11999999999999988	-0.009090909090909038	-0.009049835519917856	-0.1480311480311457	1.24	-0.11999999999999988
300084	1.11	1.09	1.1	1.1	0.74	RCS.MI	1.07	1.08	1.06	1.07	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	1.0	-1.0	-1.0		1.09						-1.0			1.29	1.08									0.0			1.2	0.010000000000000009	0.010000000000000009	-0.10999999999999988	0.009009009009009028	0.009049835519917927	-0.14028597664961062	1.24	-0.10999999999999988
150393	1.13	1.1	1.1	1.13	0.76	RCS.MI	1.03	1.06	1.03	1.06	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29		1.03								0.0			1.2	-0.029999999999999805	-0.029999999999999805	-0.13999999999999968	-0.027272727272727115	-0.026907452919924187	-0.16311024275625807	1.24	-0.13999999999999968
211705	1.14	1.11	1.13	1.13	0.76	RCS.MI	1.06	1.07	1.04	1.06	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.07									0.0			1.2	-0.0	-0.0	-0.13999999999999968	-0.0	-0.0	-0.16311024275625807	1.24	-0.13999999999999968
292336	1.14	1.13	1.13	1.14	0.77	RCS.MI	1.06	1.06	1.05	1.06	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.1499999999999997	-0.008849557522123908	-0.008810629682154906	-0.1704513809776944	1.22	-0.1499999999999997
384978	1.15	1.12	1.14	1.14	0.77	RCS.MI	1.05	1.06	1.03	1.05	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.15							-1.0			1.29		1.03								0.0			1.2	-0.0	-0.0	-0.1499999999999997	-0.0	-0.0	-0.1704513809776944	1.22	-0.1499999999999997
175480	1.15	1.13	1.15	1.13	0.76	RCS.MI	1.07	1.07	1.05	1.05	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.07									0.0			1.2	0.010000000000000009	0.010000000000000009	-0.13999999999999968	0.00877192982456143	0.00881062968215492	-0.16311024275625796	1.22	-0.13999999999999968
64549	1.14	1.12	1.13	1.12	0.76	RCS.MI	1.06	1.07	1.05	1.05	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.009999999999999787	0.009999999999999787	-0.1299999999999999	0.008849557522123686	0.008888947417245815	-0.15563801278086764	1.22	-0.1299999999999999
331090	1.12	1.1	1.12	1.1	0.74	RCS.MI	1.05	1.05	1.03	1.03	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.1						-1.0			1.29		1.03								0.0			1.2	0.020000000000000018	0.020000000000000018	-0.10999999999999988	0.017857142857142905	0.018018505502678365	-0.14028597664961062	1.22	-0.10999999999999988
184528	1.14	1.11	1.11	1.12	0.76	RCS.MI	1.04	1.07	1.04	1.05	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.14							-1.0			1.29										0.0			1.2	-0.020000000000000018	-0.020000000000000018	-0.1299999999999999	-0.0181818181818183	-0.01801850550267843	-0.15563801278086764	1.22	-0.1299999999999999
157703	1.13	1.09	1.12	1.09	0.74	RCS.MI	1.07	1.08	1.04	1.04	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.09						-1.0			1.29										0.0			1.2	0.030000000000000027	0.030000000000000027	-0.09999999999999987	0.0267857142857143	0.02715098906595086	-0.13239869203171717	1.21	-0.09999999999999987
294871	1.13	1.09	1.1	1.11	0.75	RCS.MI	1.04	1.07	1.03	1.05	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.13							-1.0			1.29										0.0			1.2	-0.020000000000000018	-0.020000000000000018	-0.11999999999999988	-0.01834862385321112	-0.018182319083190547	-0.1480311480311458	1.18	-0.11999999999999988
271251	1.13	1.09	1.1	1.09	0.74	RCS.MI	1.07	1.09	1.06	1.06	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.09									0.0			1.2	0.020000000000000018	0.020000000000000018	-0.09999999999999987	0.018018018018018056	0.018182319083190474	-0.13239869203171728	1.18	-0.09999999999999987
363085	1.11	1.07	1.09	1.08	0.73	RCS.MI	1.06	1.07	1.03	1.04	1.17	0.96	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.07		1.07				-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.08999999999999986	0.00917431192660556	0.009216655104924063	-0.12436534658756648	1.18	-0.08999999999999986
282271	1.1	1.07	1.07	1.07	0.72	RCS.MI	1.03	1.06	1.03	1.03	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29		1.03								0.0			1.2	0.010000000000000009	0.010000000000000009	-0.07999999999999985	0.0092592592592593	0.009302392662313561	-0.11618184515380536	1.18	-0.07999999999999985
320823	1.11	1.07	1.07	1.11	0.75	RCS.MI	1.04	1.08	1.04	1.07	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.11							-1.0			1.29										0.0			1.2	-0.040000000000000036	-0.040000000000000036	-0.11999999999999988	-0.03738317757009346	-0.03670136685042796	-0.1480311480311457	1.18	-0.11999999999999988
808077	1.15	1.08	1.1	1.08	0.73	RCS.MI	1.05	1.1	1.04	1.04	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.1									0.0			1.2	0.030000000000000027	0.030000000000000027	-0.08999999999999986	0.027027027027027084	0.027398974188114503	-0.12436534658756637	1.17	-0.08999999999999986
277973	1.1	1.07	1.07	1.1	0.75	RCS.MI	1.04	1.07	1.03	1.07	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.07						-1.0			1.29										0.0			1.2	-0.020000000000000018	-0.020000000000000018	-0.10999999999999988	-0.0185185185185186	-0.018349138668196617	-0.14028597664961073	1.17	-0.10999999999999988
85501	1.11	1.09	1.1	1.1	0.74	RCS.MI	1.05	1.05	1.03	1.05	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.11							-1.0			1.29		1.03								0.0			1.2	-0.0	-0.0	-0.10999999999999988	-0.0	-0.0	-0.14028597664961073	1.15	-0.10999999999999988
83452	1.1	1.08	1.1	1.09	0.74	RCS.MI	1.05	1.05	1.04	1.05	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.08						-1.0			1.29	1.05									0.0			1.2	0.010000000000000009	0.010000000000000009	-0.09999999999999987	0.00909090909090915	0.009132483563272587	-0.13239869203171717	1.15	-0.09999999999999987
78823	1.1	1.08	1.09	1.1	0.74	RCS.MI	1.03	1.04	1.03	1.04	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29		1.03								0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.10999999999999988	-0.00917431192660545	-0.009132483563272472	-0.14028597664961062	1.15	-0.10999999999999988
60490	1.11	1.09	1.11	1.11	0.75	RCS.MI	1.05	1.05	1.03	1.05	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.11999999999999988	-0.009090909090909038	-0.009049835519917856	-0.1480311480311456	1.15	-0.11999999999999988
546213	1.15	1.09	1.12	1.11	0.75	RCS.MI	1.06	1.08	1.03	1.05	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.15		1.15					-1.0			1.29	1.08									0.0			1.2	-0.0	-0.0	-0.11999999999999988	-0.0	-0.0	-0.1480311480311456	1.15	-0.11999999999999988
107946	1.11	1.1	1.11	1.11	0.75	RCS.MI	1.04	1.04	1.03	1.04	1.17	0.96	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29		1.03								0.0			1.2	-0.0	-0.0	-0.11999999999999988	-0.0	-0.0	-0.1480311480311456	1.15	-0.11999999999999988
107062	1.11	1.09	1.11	1.09	0.74	RCS.MI	1.06	1.06	1.04	1.04	1.17	0.97	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.06									0.0			1.2	0.020000000000000018	0.020000000000000018	-0.09999999999999987	0.018018018018018056	0.018182319083190474	-0.13239869203171706	1.15	-0.09999999999999987
55238	1.1	1.09	1.09	1.1	0.74	RCS.MI	1.04	1.05	1.04	1.04	1.17	0.97	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.10999999999999988	-0.00917431192660545	-0.009132483563272472	-0.1402859766496105	1.15	-0.10999999999999988
62715	1.11	1.1	1.1	1.1	0.74	RCS.MI	1.04	1.05	1.04	1.04	1.17	0.97	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.0	-0.0	-0.10999999999999988	-0.0	-0.0	-0.1402859766496105	1.15	-0.10999999999999988
82231	1.11	1.09	1.1	1.09	0.74	RCS.MI	1.04	1.06	1.03	1.04	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.09999999999999987	0.00909090909090915	0.009132483563272587	-0.13239869203171695	1.15	-0.09999999999999987
124493	1.1	1.08	1.08	1.1	0.74	RCS.MI	1.02	1.04	1.02	1.04	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.08						-1.0			1.29		1.02								0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.10999999999999988	-0.00917431192660545	-0.009132483563272472	-0.1402859766496104	1.15	-0.10999999999999988
777829	1.12	1.09	1.1	1.11	0.75	RCS.MI	1.04	1.06	1.03	1.05	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.12							-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.11999999999999988	-0.009090909090909038	-0.009049835519917856	-0.14803114803114537	1.15	-0.11999999999999988
67697	1.12	1.09	1.09	1.12	0.75	RCS.MI	1.03	1.06	1.03	1.06	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.06									0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.1299999999999999	-0.009009009009008917	-0.008968669982760316	-0.1556380127808672	1.15	-0.1299999999999999
73234	1.11	1.1	1.11	1.1	0.74	RCS.MI	1.05	1.06	1.04	1.05	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.020000000000000018	0.020000000000000018	-0.10999999999999988	0.017857142857142905	0.018018505502678365	-0.1402859766496103	1.15	-0.10999999999999988
43115	1.1	1.08	1.1	1.09	0.73	RCS.MI	1.06	1.06	1.04	1.04	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.09999999999999987	0.00909090909090915	0.009132483563272587	-0.13239869203171672	1.15	-0.09999999999999987
94224	1.1	1.08	1.09	1.09	0.73	RCS.MI	1.03	1.04	1.03	1.03	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29		1.03								0.0			1.2	-0.0	-0.0	-0.09999999999999987	-0.0	-0.0	-0.13239869203171672	1.15	-0.09999999999999987
200996	1.1	1.08	1.08	1.09	0.73	RCS.MI	1.04	1.06	1.04	1.04	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.06									0.0			1.2	-0.0	-0.0	-0.09999999999999987	-0.0	-0.0	-0.13239869203171672	1.15	-0.09999999999999987
86108	1.1	1.08	1.1	1.08	0.73	RCS.MI	1.04	1.04	1.02	1.03	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.08999999999999986	0.00917431192660556	0.009216655104924063	-0.12436534658756593	1.15	-0.08999999999999986
145405	1.1	1.08	1.08	1.1	0.74	RCS.MI	1.02	1.04	1.02	1.04	1.17	0.98	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.020000000000000018	-0.020000000000000018	-0.10999999999999988	-0.0185185185185186	-0.018349138668196617	-0.14028597664961018	1.15	-0.10999999999999988
512511	1.11	1.07	1.1	1.07	0.72	RCS.MI	1.04	1.05	1.01	1.01	1.17	0.98	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.030000000000000027	0.030000000000000027	-0.07999999999999985	0.027272727272727337	0.027651531330510123	-0.11618184515380481	1.15	-0.07999999999999985
181819	1.08	1.07	1.08	1.07	0.72	RCS.MI	1.01	1.01	1.0	1.0	1.17	0.98	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29		1.0								0.0			1.2	-0.0	-0.0	-0.07999999999999985	-0.0	-0.0	-0.11618184515380481	1.15	-0.07999999999999985
194327	1.09	1.06	1.08	1.06	0.72	RCS.MI	1.03	1.04	1.01	1.01	1.17	0.98	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.04									0.0			1.2	0.010000000000000009	0.010000000000000009	-0.06999999999999984	0.009345794392523366	0.009389740349839032	-0.10784393803261427	1.15	-0.06999999999999984
368472	1.07	1.01	1.06	1.02	0.69	RCS.MI	1.03	1.04	0.98	0.99	1.17	0.98	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0		1.01						-1.0			1.29		0.98		0.98						0.0			1.2	0.040000000000000036	0.040000000000000036	-0.029999999999999805	0.037735849056603765	0.03846628082779605	-0.07285742579859922	1.15	-0.029999999999999805
1222339	1.08	1.0	1.02	1.07	0.72	RCS.MI	0.98	1.04	0.96	1.03	1.17	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0								-1.0			1.29										0.0			1.2	-0.050000000000000044	-0.050000000000000044	-0.07999999999999985	-0.0490196078431373	-0.04785602117763514	-0.11618184515380492	1.15	-0.07999999999999985
370383	1.1	1.04	1.08	1.05	0.71	RCS.MI	1.03	1.05	1.0	1.01	1.17	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0								-1.0			1.29										0.0			1.2	0.020000000000000018	0.020000000000000018	-0.05999999999999983	0.01869158878504673	0.018868484304382805	-0.09934721363292498	1.12	-0.05999999999999983
485601	1.1	1.05	1.08	1.07	0.72	RCS.MI	1.03	1.04	1.0	1.02	1.17	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0								-1.0			1.29										0.0			1.2	-0.020000000000000018	-0.020000000000000018	-0.07999999999999985	-0.01904761904761898	-0.018868484304382736	-0.11618184515380481	1.12	-0.07999999999999985
144872	1.08	1.06	1.06	1.08	0.73	RCS.MI	1.01	1.03	1.01	1.03	1.17	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0	1.08							-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.08999999999999986	-0.009345794392523477	-0.00930239266231363	-0.12436534658756604	1.12	-0.08999999999999986
95269	1.08	1.06	1.07	1.07	0.72	RCS.MI	1.02	1.03	1.02	1.02	1.15	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.07999999999999985	0.0092592592592593	0.009302392662313561	-0.11618184515380492	1.12	-0.07999999999999985
350586	1.07	1.02	1.07	1.04	0.7	RCS.MI	1.05	1.05	1.0	1.02	1.15	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.030000000000000027	0.030000000000000027	-0.04999999999999982	0.028037383177570097	0.028437935320533514	-0.09068709068708769	1.12	-0.04999999999999982
103020	1.04	1.02	1.04	1.04	0.7	RCS.MI	1.03	1.03	1.01	1.03	1.15	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.02						-1.0			1.29										0.0			1.2	-0.0	-0.0	-0.04999999999999982	-0.0	-0.0	-0.09068709068708769	1.12	-0.04999999999999982
246959	1.04	1.03	1.04	1.04	0.7	RCS.MI	1.03	1.03	1.02	1.03	1.15	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.04							-1.0			1.29										0.0			1.2	-0.0	-0.0	-0.04999999999999982	-0.0	-0.0	-0.09068709068708769	1.12	-0.04999999999999982
187571	1.05	1.02	1.03	1.03	0.69	RCS.MI	1.04	1.06	1.03	1.04	1.15	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29	1.06		1.06							0.0			1.2	0.010000000000000009	0.010000000000000009	-0.039999999999999813	0.009615384615384581	0.009661910911736859	-0.08185881001414685	1.12	-0.039999999999999813
247722	1.04	1.0	1.02	1.02	0.69	RCS.MI	1.04	1.05	1.02	1.04	1.14	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.0						-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.029999999999999805	0.009708737864077666	0.009756174945364685	-0.07285742579859933	1.11	-0.029999999999999805
85075	1.04	1.0	1.0	1.02	0.69	RCS.MI	1.02	1.05	1.02	1.03	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.0	-0.0	-0.029999999999999805	-0.0	-0.0	-0.07285742579859933	1.11	-0.029999999999999805
93689	1.04	1.02	1.03	1.02	0.69	RCS.MI	1.03	1.04	1.02	1.02	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.04							-1.0			1.29										0.0			1.2	-0.0	-0.0	-0.029999999999999805	-0.0	-0.0	-0.07285742579859933	1.11	-0.029999999999999805
71302	1.04	1.0	1.0	1.02	0.69	RCS.MI	1.01	1.04	1.01	1.02	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.0	-0.0	-0.029999999999999805	-0.0	-0.0	-0.07285742579859933	1.11	-0.029999999999999805
104843	1.03	1.01	1.02	1.01	0.68	RCS.MI	1.03	1.03	1.01	1.02	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.019999999999999796	0.009803921568627416	0.009852296443011594	-0.06367779635106074	1.11	-0.019999999999999796
212625	1.02	1.0	1.02	1.0	0.68	RCS.MI	1.02	1.02	1.0	1.0	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	0.010000000000000009	0.010000000000000009	-0.009999999999999787	0.00990099009900991	0.009950330853168092	-0.05431457431457132	1.11	-0.009999999999999787
139056	1.02	1.0	1.02	1.01	0.68	RCS.MI	1.02	1.02	1.0	1.01	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.010000000000000009	-0.010000000000000009	-0.019999999999999796	-0.010000000000000009	-0.009950330853168092	-0.06367779635106074	1.11	-0.019999999999999796
53077	1.02	1.0	1.0	1.01	0.68	RCS.MI	1.01	1.02	1.01	1.01	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29										0.0			1.2	-0.0	-0.0	-0.019999999999999796	-0.0	-0.0	-0.06367779635106074	1.1	-0.019999999999999796
257719	1.01	1.0	1.0	1.01	0.68	RCS.MI	1.0	1.01	1.0	1.0	1.12	0.96	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0								-1.0			1.29		1.0								0.0			1.2	-0.0	-0.0	-0.019999999999999796	-0.0	-0.0	-0.06367779635106074	1.1	-0.019999999999999796
