volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	0																			0.31										0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																		0.32											0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	0																			0.31										0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																		0.32											0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	0																			0.31										0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																		0.32											0.0	0.0	0.0	0.0	0.0	0.0		0.0
4004	0.25	0.25	0.25	0.25	0.21	BO.MI	0.3	0.3	0.3	0.3			0.0		1.0	0																													-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
1001	0.25	0.25	0.25	0.25	0.21	BO.MI	0.3	0.3	0.3	0.3			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.25	0.25	0.25	0.25	0.21	BO.MI	0.29	0.29	0.29	0.29			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
950	0.25	0.25	0.25	0.25	0.21	BO.MI	0.29	0.29	0.29	0.29			0.0		-1.0	0								0.25																					0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.25	0.25	0.25	0.25	0.21	BO.MI	0.28	0.28	0.28	0.28			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
2002	0.25	0.25	0.25	0.25	0.21	BO.MI	0.28	0.28	0.28	0.28			0.0		-1.0	0																			0.28		0.28		0.28						0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.25	0.25	0.25	0.25	0.21	BO.MI	0.28	0.28	0.28	0.28			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
2002	0.26	0.26	0.26	0.26	0.22	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.26	0.26	0.26	0.26	0.22	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
5505	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	0																		0.31											0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
58800	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																			0.3										0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
50	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.33	0.33	0.33	0.33			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.33	0.33	0.33	0.33			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34			0.0		1.0	0																		0.34											0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
10010	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
394	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
159	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1							0.28																						0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.3	0.3	0.3	0.3			0.0		-1.0	1																			0.3										0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
160	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	1																													-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
2875	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31			0.0		-1.0	1								0.27																					0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		-1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		-1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
107	0.28	0.28	0.28	0.28	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		-1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	1							0.28																						0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.28	0.28	0.28	0.28	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	1																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
4004	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																		0.32											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
2002	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32			0.0		1.0	0																													0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		-1.0	0	1.0			1.0															0.31										0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		-1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		-1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		-1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.34	0.28	0.0		-1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.34	0.28	0.0		-1.0	0	1.0			1.0														0.32											0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.34	0.28	0.0		-1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
300	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.34	0.28	0.0		-1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		-1.0	0	1.0			1.0															0.31										0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.34	0.28	0.0		-1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.34	0.28	0.0		-1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.33	0.33	0.33	0.33	0.34	0.28	0.0		1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.34	0.28	0.0	1.0	1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0		0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.35	0.35	0.35	0.35	0.35	0.28	1.0	1.0	1.0	1	1.0			1.0														0.35											0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.35	0.28	1.0	1.0	1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
400	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.35	0.28	1.0	1.0	1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.33	0.33	0.33	0.33	0.35	0.28	1.0	1.0	1.0	1	1.0			1.0				0.27																					0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.35	0.28	1.0	1.0	1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.35	0.28	1.0	1.0	1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.32	0.32	0.32	0.32	0.35	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.31	0.31	0.31	0.31	0.35	0.28	1.0	1.0	1.0	0	1.0			1.0															0.31										0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
2002	0.27	0.27	0.27	0.27	0.23	BO.MI	0.36	0.36	0.36	0.36	0.36	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.37	0.37	0.37	0.37	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0														0.37		0.37							0.37		0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.36	0.36	0.36	0.36	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.35	0.35	0.35	0.35	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.35	0.35	0.35	0.35	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0															0.35										0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.35	0.35	0.35	0.35	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.35	0.35	0.35	0.35	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.36	0.36	0.36	0.36	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.36	0.36	0.36	0.36	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0														0.36											0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.36	0.36	0.36	0.36	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.35	0.35	0.35	0.35	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.35	0.35	0.35	0.35	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
15015	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
3003	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	1.0	0	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
500	0.27	0.27	0.27	0.27	0.23	BO.MI	0.33	0.33	0.33	0.33	0.37	0.28	1.0	1.0	-1.0	1	1.0			1.0															0.33		0.33								0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
0	0.27	0.27	0.27	0.27	0.23	BO.MI	0.34	0.34	0.34	0.34	0.37	0.28	1.0	1.0	-1.0	1	1.0			1.0																									0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0
300	0.28	0.28	0.28	0.28	0.24	BO.MI	0.35	0.35	0.35	0.35	0.37	0.28	1.0	1.0	-1.0	1	1.0			1.0														0.35											0.010000000000000009	0.010000000000000009	0.010000000000000009	0.03703703703703698	0.03636764417087479	0.03703703703703698	0.27	0.010000000000000009
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.35	0.35	0.35	0.35	0.37	0.3	1.0	1.0	-1.0	1	1.0			1.0																									0.0	0.0	0.010000000000000009	0.0	0.0	0.03703703703703698	0.27	0.010000000000000009
0	0.28	0.28	0.28	0.28	0.24	BO.MI	0.34	0.34	0.34	0.34	0.37	0.3	1.0	1.0	-1.0	1	1.0			1.0			0.28												0.34										0.0	0.0	0.010000000000000009	0.0	0.0	0.03703703703703698	0.27	0.010000000000000009
