volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
75195971	0.91	0.87	0.88	0.9	0.86	TIT.MI	0.99	1.02	0.98	1.01			0.0		-1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
64550157	0.91	0.89	0.89	0.91	0.86	TIT.MI	0.99	1.02	0.99	1.01			0.0		-1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
104625066	0.94	0.89	0.91	0.92	0.88	TIT.MI	1.0	1.03	0.98	1.02			0.0		-1.0	0							0.94		0.94											1.03											0.0	0.0	0.0	0.0	0.0	0.0		0.0
105135082	0.93	0.89	0.93	0.89	0.85	TIT.MI	1.03	1.04	0.99	0.99			0.0		-1.0	0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
120017085	0.9	0.85	0.89	0.86	0.81	TIT.MI	1.0	1.01	0.96	0.96			0.0	-1.0	-1.0	0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
110955241	0.88	0.85	0.86	0.87	0.82	TIT.MI	0.96	0.98	0.94	0.96			0.0	-1.0	-1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
101228090	0.87	0.83	0.86	0.84	0.8	TIT.MI	0.95	0.96	0.92	0.93			0.0	-1.0	-1.0	0								0.83													0.92		0.92								-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
157969510	0.88	0.83	0.84	0.87	0.83	TIT.MI	0.92	0.96	0.91	0.95			0.0	-1.0	-1.0	0							0.88																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
77941115	0.88	0.85	0.86	0.85	0.81	TIT.MI	0.96	0.98	0.95	0.95			0.0	-1.0	-1.0	0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
67392236	0.87	0.84	0.86	0.85	0.81	TIT.MI	0.97	0.98	0.94	0.95			0.0	-1.0	-1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
74398604	0.86	0.83	0.84	0.84	0.8	TIT.MI	0.97	0.99	0.96	0.97			0.0	-1.0	-1.0	0								0.83																							-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
60883323	0.85	0.83	0.84	0.85	0.8	TIT.MI	0.97	0.98	0.96	0.98			0.0	-1.0	-1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
91790860	0.88	0.85	0.85	0.87	0.83	TIT.MI	0.98	1.01	0.98	1.01			0.0	-1.0	-1.0	0																															0.0	0.0	0.0	0.0	0.0	0.0		0.0
88115155	0.88	0.85	0.87	0.86	0.82	TIT.MI	1.01	1.02	0.99	1.0			0.0	-1.0	-1.0	0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
53881538	0.87	0.85	0.87	0.85	0.81	TIT.MI	1.02	1.02	1.0	1.0			0.0	-1.0	-1.0	0																				1.02											-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
77802619	0.87	0.85	0.86	0.87	0.83	TIT.MI	0.99	1.01	0.99	1.0			0.0	-1.0	-1.0	0							0.87																								0.0	0.0	0.0	0.0	0.0	0.0		0.0
78180523	0.87	0.84	0.86	0.85	0.81	TIT.MI	1.01	1.02	0.98	0.99			0.0	-1.0	-1.0	0																															-0.0	-0.0	0.0	-0.0	-0.0	0.0		0.0
