volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
11195	0.63	0.61	0.63	0.61	0.61	ZEST.MI	0.55	0.55	0.53	0.53	0.67	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.55						-1.0			0.71	0.020000000000000018	0.020000000000000018	-0.05999999999999994	0.031746031746031744	0.032260862218221435	-0.12688285767898855	0.66	-0.05999999999999994
14059	0.62	0.62	0.62	0.62	0.62	ZEST.MI	0.53	0.54	0.53	0.54	0.67	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.06999999999999995	-0.016393442622950838	-0.016260520871780326	-0.14096539223255322	0.66	-0.06999999999999995
0	0.62	0.62	0.62	0.62	0.62	ZEST.MI	0.54	0.54	0.54	0.54	0.67	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255322	0.66	-0.06999999999999995
1020	0.62	0.61	0.61	0.61	0.61	ZEST.MI	0.53	0.54	0.53	0.53	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.53					-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.05999999999999994	0.016129032258064502	0.01626052087178029	-0.12688285767898855	0.66	-0.05999999999999994
14577	0.63	0.61	0.61	0.63	0.63	ZEST.MI	0.52	0.53	0.52	0.53	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.020000000000000018	-0.020000000000000018	-0.07999999999999996	-0.032786885245901676	-0.03226086221822148	-0.15460086219711588	0.66	-0.07999999999999996
10518	0.63	0.61	0.61	0.62	0.62	ZEST.MI	0.53	0.54	0.53	0.54	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.54						-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.06999999999999995	0.015873015873015928	0.01600034134644119	-0.14096539223255322	0.66	-0.06999999999999995
10442	0.62	0.61	0.62	0.62	0.62	ZEST.MI	0.53	0.53	0.52	0.53	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.52					-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255322	0.66	-0.06999999999999995
17470	0.62	0.61	0.62	0.62	0.62	ZEST.MI	0.52	0.53	0.52	0.53	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255322	0.66	-0.06999999999999995
11274	0.62	0.61	0.61	0.62	0.62	ZEST.MI	0.53	0.54	0.53	0.54	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.54						-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255322	0.64	-0.06999999999999995
1393	0.62	0.62	0.62	0.62	0.62	ZEST.MI	0.53	0.53	0.53	0.53	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.53					-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255322	0.64	-0.06999999999999995
14133	0.63	0.61	0.61	0.62	0.62	ZEST.MI	0.53	0.54	0.53	0.53	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255322	0.64	-0.06999999999999995
46262	0.63	0.62	0.62	0.63	0.63	ZEST.MI	0.53	0.54	0.53	0.54	0.65	0.51	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.07999999999999996	-0.016129032258064502	-0.01600034134644112	-0.15460086219711588	0.64	-0.07999999999999996
37085	0.65	0.63	0.63	0.64	0.64	ZEST.MI	0.54	0.56	0.54	0.55	0.65	0.51	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.65		0.65						-1.0			0.77	0.56						-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.08999999999999997	-0.015873015873015817	-0.015748356968139112	-0.16781022372528587	0.65	-0.08999999999999997
13295	0.65	0.63	0.64	0.63	0.63	ZEST.MI	0.55	0.55	0.54	0.54	0.65	0.51	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.54					-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.07999999999999996	0.015625	0.015748356968139168	-0.15460086219711577	0.65	-0.07999999999999996
18924	0.64	0.63	0.63	0.63	0.63	ZEST.MI	0.55	0.56	0.55	0.55	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.07999999999999996	-0.0	-0.0	-0.15460086219711577	0.65	-0.07999999999999996
950	0.64	0.63	0.64	0.63	0.63	ZEST.MI	0.56	0.56	0.55	0.55	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.07999999999999996	-0.0	-0.0	-0.15460086219711577	0.65	-0.07999999999999996
7245	0.64	0.63	0.63	0.63	0.63	ZEST.MI	0.56	0.56	0.56	0.56	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.07999999999999996	-0.0	-0.0	-0.15460086219711577	0.65	-0.07999999999999996
2144	0.62	0.62	0.62	0.62	0.62	ZEST.MI	0.56	0.56	0.56	0.56	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.62							-1.0			0.77							-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.06999999999999995	0.015873015873015928	0.01600034134644119	-0.1409653922325531	0.65	-0.06999999999999995
41076	0.65	0.61	0.61	0.63	0.63	ZEST.MI	0.54	0.58	0.54	0.56	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.07999999999999996	-0.016129032258064502	-0.01600034134644112	-0.15460086219711577	0.65	-0.07999999999999996
6047	0.63	0.62	0.63	0.63	0.63	ZEST.MI	0.57	0.57	0.56	0.57	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.07999999999999996	-0.0	-0.0	-0.15460086219711577	0.65	-0.07999999999999996
15150	0.65	0.63	0.63	0.63	0.63	ZEST.MI	0.58	0.59	0.58	0.58	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.65								-1.0			0.77	0.59						-1.0			0.71	-0.0	-0.0	-0.07999999999999996	-0.0	-0.0	-0.15460086219711577	0.65	-0.07999999999999996
4947	0.63	0.61	0.62	0.61	0.61	ZEST.MI	0.58	0.58	0.57	0.57	0.65	0.51	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.020000000000000018	0.020000000000000018	-0.05999999999999994	0.031746031746031744	0.032260862218221435	-0.12688285767898844	0.65	-0.05999999999999994
13047	0.61	0.6	0.61	0.6	0.6	ZEST.MI	0.58	0.58	0.57	0.57	0.65	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.04999999999999993	0.016393442622950838	0.016529301951210582	-0.11233090530697154	0.65	-0.04999999999999993
52252	0.59	0.54	0.59	0.59	0.59	ZEST.MI	0.57	0.58	0.52	0.57	0.65	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.54		0.54					-1.0			0.77		0.52					-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.039999999999999925	0.01666666666666672	0.01680711831638129	-0.09728566641386927	0.65	-0.039999999999999925
11370	0.62	0.61	0.61	0.61	0.61	ZEST.MI	0.58	0.59	0.58	0.58	0.65	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.62								-1.0			0.77	0.59						-1.0			0.71	-0.020000000000000018	-0.020000000000000018	-0.05999999999999994	-0.033898305084745894	-0.033336420267591926	-0.12688285767898844	0.65	-0.05999999999999994
2767	0.61	0.6	0.6	0.6	0.6	ZEST.MI	0.57	0.58	0.57	0.57	0.65	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.04999999999999993	0.016393442622950838	0.016529301951210582	-0.11233090530697154	0.65	-0.04999999999999993
17009	0.62	0.59	0.62	0.59	0.59	ZEST.MI	0.58	0.58	0.55	0.55	0.65	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.55					-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.039999999999999925	0.01666666666666672	0.01680711831638129	-0.09728566641386938	0.65	-0.039999999999999925
10204	0.6	0.6	0.6	0.6	0.6	ZEST.MI	0.56	0.56	0.56	0.56	0.65	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.04999999999999993	-0.016949152542372836	-0.01680711831638119	-0.11233090530697154	0.65	-0.04999999999999993
0	0.6	0.6	0.6	0.6	0.6	ZEST.MI	0.57	0.57	0.57	0.57	0.62	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.57						-1.0			0.71	-0.0	-0.0	-0.04999999999999993	-0.0	-0.0	-0.11233090530697154	0.65	-0.04999999999999993
17756	0.6	0.57	0.6	0.6	0.6	ZEST.MI	0.57	0.57	0.54	0.57	0.62	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.54					-1.0			0.71	-0.0	-0.0	-0.04999999999999993	-0.0	-0.0	-0.11233090530697154	0.65	-0.04999999999999993
16374	0.59	0.57	0.59	0.59	0.59	ZEST.MI	0.56	0.57	0.54	0.57	0.62	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.57							-1.0			0.77							-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.039999999999999925	0.01666666666666672	0.01680711831638129	-0.09728566641386927	0.65	-0.039999999999999925
1770	0.59	0.58	0.59	0.59	0.59	ZEST.MI	0.57	0.57	0.57	0.57	0.62	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.57						-1.0			0.71	-0.0	-0.0	-0.039999999999999925	-0.0	-0.0	-0.09728566641386927	0.65	-0.039999999999999925
20227	0.61	0.59	0.59	0.6	0.6	ZEST.MI	0.55	0.58	0.55	0.56	0.62	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.55					-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.04999999999999993	-0.016949152542372836	-0.01680711831638119	-0.11233090530697143	0.65	-0.04999999999999993
8674	0.62	0.6	0.6	0.62	0.62	ZEST.MI	0.56	0.58	0.56	0.58	0.62	0.51	-1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.020000000000000018	-0.020000000000000018	-0.06999999999999995	-0.03333333333333344	-0.03278982282299097	-0.1409653922325531	0.65	-0.06999999999999995
37581	0.65	0.62	0.63	0.62	0.62	ZEST.MI	0.59	0.61	0.58	0.58	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.65		0.65						-1.0			0.77	0.61		0.61				-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.1409653922325531	0.65	-0.06999999999999995
0	0.62	0.62	0.62	0.62	0.62	ZEST.MI	0.57	0.57	0.57	0.57	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.57					-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.1409653922325531	0.65	-0.06999999999999995
5173	0.63	0.62	0.63	0.62	0.62	ZEST.MI	0.59	0.59	0.58	0.58	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.59						-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.1409653922325531	0.65	-0.06999999999999995
948	0.61	0.61	0.61	0.61	0.61	ZEST.MI	0.57	0.57	0.57	0.57	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.05999999999999994	0.016129032258064502	0.01626052087178029	-0.12688285767898844	0.65	-0.05999999999999994
5102	0.61	0.61	0.61	0.61	0.61	ZEST.MI	0.57	0.57	0.57	0.57	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.57					-1.0			0.71	-0.0	-0.0	-0.05999999999999994	-0.0	-0.0	-0.12688285767898844	0.65	-0.05999999999999994
1020	0.61	0.61	0.61	0.61	0.61	ZEST.MI	0.57	0.57	0.57	0.57	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.05999999999999994	-0.0	-0.0	-0.12688285767898844	0.65	-0.05999999999999994
1877	0.61	0.61	0.61	0.61	0.61	ZEST.MI	0.58	0.58	0.58	0.58	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.05999999999999994	-0.0	-0.0	-0.12688285767898844	0.65	-0.05999999999999994
29405	0.62	0.59	0.61	0.62	0.62	ZEST.MI	0.57	0.59	0.56	0.59	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.06999999999999995	-0.016393442622950838	-0.016260520871780326	-0.1409653922325531	0.65	-0.06999999999999995
10235	0.61	0.6	0.61	0.6	0.6	ZEST.MI	0.6	0.6	0.58	0.58	0.62	0.51	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.6						-1.0			0.71	0.020000000000000018	0.020000000000000018	-0.04999999999999993	0.032258064516129115	0.032789822822990956	-0.11233090530697143	0.65	-0.04999999999999993
34756	0.6	0.56	0.6	0.6	0.6	ZEST.MI	0.58	0.58	0.55	0.58	0.62	0.51	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.04999999999999993	-0.0	-0.0	-0.11233090530697143	0.65	-0.04999999999999993
77454	0.61	0.57	0.59	0.59	0.59	ZEST.MI	0.57	0.59	0.55	0.57	0.62	0.51	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.039999999999999925	0.01666666666666672	0.01680711831638129	-0.09728566641386927	0.65	-0.039999999999999925
17295	0.58	0.56	0.58	0.57	0.57	ZEST.MI	0.56	0.56	0.54	0.55	0.62	0.51	-1.0	1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.56							-1.0			0.77							-1.0			0.71	0.020000000000000018	0.020000000000000018	-0.019999999999999907	0.03389830508474578	0.03448617607116932	-0.06561147927049615	0.65	-0.019999999999999907
44757	0.6	0.56	0.57	0.57	0.57	ZEST.MI	0.55	0.57	0.54	0.54	0.62	0.51	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.6								-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.019999999999999907	-0.0	-0.0	-0.06561147927049615	0.65	-0.019999999999999907
8248	0.58	0.55	0.57	0.55	0.55	ZEST.MI	0.55	0.57	0.53	0.53	0.62	0.51	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.55							-1.0			0.77							-1.0			0.71	0.019999999999999907	0.019999999999999907	0.0	0.0350877192982455	0.035718082602079114	-0.03163371488033251	0.65	0.0
4360	0.57	0.55	0.55	0.57	0.57	ZEST.MI	0.52	0.54	0.52	0.54	0.62	0.51	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.52					-1.0			0.71	-0.019999999999999907	-0.019999999999999907	-0.019999999999999907	-0.036363636363636154	-0.03571808260207903	-0.06561147927049615	0.65	-0.019999999999999907
16824	0.57	0.55	0.55	0.57	0.57	ZEST.MI	0.53	0.55	0.53	0.55	0.62	0.51	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.57								-1.0			0.77	0.55						-1.0			0.71	-0.0	-0.0	-0.019999999999999907	-0.0	-0.0	-0.06561147927049615	0.65	-0.019999999999999907
9041	0.58	0.56	0.56	0.56	0.56	ZEST.MI	0.53	0.55	0.53	0.53	0.62	0.51	-1.0	1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.009999999999999898	0.009999999999999898	-0.010000000000000009	0.01754385964912264	0.01769957709940075	-0.048925969971755134	0.65	-0.010000000000000009
66784	0.56	0.52	0.56	0.54	0.54	ZEST.MI	0.53	0.53	0.49	0.51	0.62	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.52		0.52		0.52		0.52	-1.0	0.52		0.77		0.49		0.49		0.49	-1.0			0.71	0.020000000000000018	0.020000000000000018	0.010000000000000009	0.0357142857142857	0.03636764417087483	-0.013701005896635032	0.65	0.010000000000000009
5918	0.56	0.55	0.55	0.56	0.56	ZEST.MI	0.52	0.53	0.51	0.53	0.62	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.020000000000000018	-0.020000000000000018	-0.010000000000000009	-0.03703703703703698	-0.03636764417087479	-0.048925969971755134	0.65	-0.010000000000000009
14208	0.56	0.56	0.56	0.56	0.56	ZEST.MI	0.53	0.53	0.53	0.53	0.62	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.010000000000000009	-0.0	-0.0	-0.048925969971755134	0.65	-0.010000000000000009
13516	0.57	0.56	0.56	0.57	0.57	ZEST.MI	0.54	0.54	0.53	0.54	0.62	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.009999999999999898	-0.009999999999999898	-0.019999999999999907	-0.01785714285714257	-0.017699577099400638	-0.06561147927049593	0.63	-0.019999999999999907
13878	0.58	0.56	0.57	0.56	0.56	ZEST.MI	0.54	0.55	0.54	0.54	0.62	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.009999999999999898	0.009999999999999898	-0.010000000000000009	0.01754385964912264	0.01769957709940075	-0.04892596997175502	0.63	-0.010000000000000009
137656	0.64	0.56	0.56	0.63	0.63	ZEST.MI	0.53	0.61	0.53	0.59	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.64		0.64						-1.0			0.77	0.61						-1.0			0.71	-0.06999999999999995	-0.06999999999999995	-0.07999999999999996	-0.125	-0.11778303565638346	-0.15460086219711555	0.64	-0.07999999999999996
87412	0.64	0.59	0.64	0.6	0.6	ZEST.MI	0.61	0.61	0.56	0.57	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	0.030000000000000027	0.030000000000000027	-0.04999999999999993	0.04761904761904767	0.048790164169432056	-0.11233090530697132	0.64	-0.04999999999999993
39873	0.61	0.58	0.61	0.61	0.61	ZEST.MI	0.58	0.58	0.55	0.58	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.58							-1.0			0.77		0.55					-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.05999999999999994	-0.016666666666666607	-0.016529301951210506	-0.1268828576789881	0.64	-0.05999999999999994
20926	0.62	0.61	0.62	0.61	0.61	ZEST.MI	0.58	0.58	0.57	0.57	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.05999999999999994	-0.0	-0.0	-0.1268828576789881	0.64	-0.05999999999999994
37830	0.63	0.6	0.6	0.63	0.63	ZEST.MI	0.57	0.6	0.57	0.6	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.020000000000000018	-0.020000000000000018	-0.07999999999999996	-0.032786885245901676	-0.03226086221822148	-0.15460086219711544	0.64	-0.07999999999999996
24284	0.63	0.62	0.63	0.63	0.63	ZEST.MI	0.6	0.6	0.59	0.6	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.63								-1.0			0.77	0.6						-1.0			0.71	-0.0	-0.0	-0.07999999999999996	-0.0	-0.0	-0.15460086219711544	0.64	-0.07999999999999996
20357	0.63	0.6	0.62	0.6	0.6	ZEST.MI	0.6	0.61	0.58	0.58	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.6							-1.0			0.77							-1.0			0.71	0.030000000000000027	0.030000000000000027	-0.04999999999999993	0.04761904761904767	0.048790164169432056	-0.11233090530697121	0.64	-0.04999999999999993
8416	0.62	0.61	0.62	0.61	0.61	ZEST.MI	0.58	0.59	0.58	0.58	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77		0.58					-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.05999999999999994	-0.016666666666666607	-0.016529301951210506	-0.126882857678988	0.64	-0.05999999999999994
110100	0.64	0.6	0.63	0.62	0.62	ZEST.MI	0.61	0.62	0.57	0.6	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77	0.62		0.62				-1.0			0.71	-0.010000000000000009	-0.010000000000000009	-0.06999999999999995	-0.016393442622950838	-0.016260520871780326	-0.14096539223255278	0.64	-0.06999999999999995
30892	0.62	0.62	0.62	0.62	0.62	ZEST.MI	0.58	0.59	0.58	0.59	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.62								-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255278	0.64	-0.06999999999999995
13012	0.63	0.62	0.62	0.62	0.62	ZEST.MI	0.59	0.59	0.58	0.58	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.77							-1.0			0.71	-0.0	-0.0	-0.06999999999999995	-0.0	-0.0	-0.14096539223255278	0.64	-0.06999999999999995
8701	0.61	0.61	0.61	0.61	0.61	ZEST.MI	0.58	0.58	0.58	0.58	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0		0.61							-1.0			0.77							-1.0			0.71	0.010000000000000009	0.010000000000000009	-0.05999999999999994	0.016129032258064502	0.01626052087178029	-0.126882857678988	0.64	-0.05999999999999994
13118	0.63	0.61	0.61	0.61	0.61	ZEST.MI	0.57	0.58	0.57	0.57	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	0.63								-1.0			0.77		0.57					-1.0			0.71	-0.0	-0.0	-0.05999999999999994	-0.0	-0.0	-0.126882857678988	0.64	-0.05999999999999994
737	0.63	0.62	0.62	0.63	0.63	ZEST.MI	0.59	0.6	0.59	0.6	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0									-1.0			0.77	0.6						-1.0			0.71	-0.020000000000000018	-0.020000000000000018	-0.07999999999999996	-0.032786885245901676	-0.03226086221822148	-0.15460086219711544	0.64	-0.07999999999999996
4795	0.61	0.61	0.61	0.61	0.61	ZEST.MI	0.59	0.59	0.59	0.59	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0									-1.0			0.77							-1.0			0.71	0.020000000000000018	0.020000000000000018	-0.05999999999999994	0.031746031746031744	0.032260862218221435	-0.1268828576789881	0.64	-0.05999999999999994
65054	0.61	0.58	0.61	0.58	0.58	ZEST.MI	0.59	0.59	0.56	0.56	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0		0.58							-1.0			0.77							-1.0			0.71	0.030000000000000027	0.030000000000000027	-0.029999999999999916	0.049180327868852514	0.05043085362689197	-0.0817216261796253	0.64	-0.029999999999999916
43247	0.6	0.57	0.58	0.6	0.6	ZEST.MI	0.56	0.57	0.55	0.57	0.62	0.49	-1.0	1.0	1.0	0	-1.0	-1.0	1.0	1.0	-1.0	-1.0									-1.0			0.77		0.55		0.55			-1.0			0.71	-0.020000000000000018	-0.020000000000000018	-0.04999999999999993	-0.034482758620689724	-0.033901551675681416	-0.11233090530697121	0.64	-0.04999999999999993
