volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx
10000	0.5	0.49	0.5	0.49	0.49	SEIF.MI	0.61	0.61	0.6	0.6	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0		0.49							-1.0			0.61		0.6										-0.010000000000000009	-0.010000000000000009	0.28	-0.020000000000000018	-0.020202707317519466	0.6957644628099182	0.49	0.28
10000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.6	0.6	0.6	0.6	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.010000000000000009	0.010000000000000009	0.29000000000000004	0.020408163265306145	0.02020270731751947	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.61	0.61	0.61	0.61	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.5								-1.0			0.61	0.61											0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
16000	0.51	0.49	0.51	0.49	0.49	SEIF.MI	0.61	0.61	0.59	0.59	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61		0.59										-0.010000000000000009	-0.010000000000000009	0.28	-0.020000000000000018	-0.020202707317519466	0.6957644628099182	0.49	0.28
6000	0.5	0.49	0.5	0.49	0.49	SEIF.MI	0.61	0.61	0.61	0.61	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.28	0.0	0.0	0.6957644628099182	0.49	0.28
0	0.49	0.49	0.49	0.49	0.49	SEIF.MI	0.62	0.62	0.62	0.62	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0		0.49							-1.0			0.61												0.0	0.0	0.28	0.0	0.0	0.6957644628099182	0.49	0.28
0	0.49	0.49	0.49	0.49	0.49	SEIF.MI	0.62	0.62	0.62	0.62	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.28	0.0	0.0	0.6957644628099182	0.49	0.28
14000	0.52	0.5	0.51	0.5	0.5	SEIF.MI	0.62	0.63	0.61	0.61	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.52								-1.0			0.61	0.63											0.010000000000000009	0.010000000000000009	0.29000000000000004	0.020408163265306145	0.02020270731751947	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.62	0.62	0.62	0.62	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
10000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.61	0.62	0.61	0.62	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.62	0.62	0.62	0.62	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
6000	0.5	0.48	0.5	0.48	0.48	SEIF.MI	0.61	0.61	0.59	0.59	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0		0.48		0.48					-1.0			0.61												-0.020000000000000018	-0.020000000000000018	0.27	-0.040000000000000036	-0.040821994520255166	0.6611570247933893	0.48	0.27
10000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.6	0.6	0.6	0.6	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.020000000000000018	0.020000000000000018	0.29000000000000004	0.04166666666666674	0.0408219945202552	0.7303719008264471	0.48	0.29000000000000004
6000	0.51	0.5	0.5	0.51	0.51	SEIF.MI	0.59	0.6	0.59	0.6	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.010000000000000009	0.010000000000000009	0.30000000000000004	0.020000000000000018	0.01980262729617973	0.7649793388429762	0.48	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.6	0.6	0.6	0.6	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.48	0.30000000000000004
4000	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.59	0.59	0.59	0.59	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.48	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.59	0.59	0.59	0.59	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.48	0.30000000000000004
2000	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.58	0.58	0.58	0.58	0.72	0.41	1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61		0.58										0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.48	0.30000000000000004
2000	0.53	0.53	0.53	0.53	0.53	SEIF.MI	0.59	0.59	0.59	0.59	0.72	0.41	1.0	1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	0.53		0.53						-1.0			0.61	0.59											0.020000000000000018	0.020000000000000018	0.32000000000000006	0.03921568627450989	0.03846628082779614	0.8341942148760342	0.48	0.32000000000000006
8000	0.52	0.51	0.51	0.52	0.52	SEIF.MI	0.55	0.56	0.55	0.56	0.72	0.41	1.0	1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												-0.010000000000000009	-0.010000000000000009	0.31000000000000005	-0.018867924528301883	-0.019048194970694474	0.7995867768595053	0.48	0.31000000000000005
0	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.56	0.56	0.56	0.56	0.72	0.41	1.0	1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.31000000000000005	0.0	0.0	0.7995867768595053	0.48	0.31000000000000005
10000	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.53	0.54	0.53	0.54	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												-0.010000000000000009	-0.010000000000000009	0.30000000000000004	-0.019230769230769273	-0.019418085857101627	0.7649793388429764	0.48	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61		0.54										0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429764	0.48	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429764	0.48	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429764	0.48	0.30000000000000004
4000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.56	0.56	0.56	0.56	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0		0.5							-1.0			0.61												-0.010000000000000009	-0.010000000000000009	0.29000000000000004	-0.019607843137254943	-0.019802627296179754	0.7303719008264473	0.48	0.29000000000000004
8000	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.58	0.58	0.58	0.58	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	0.52								-1.0			0.61	0.58											0.020000000000000018	0.020000000000000018	0.31000000000000005	0.040000000000000036	0.03922071315328133	0.7995867768595053	0.48	0.31000000000000005
0	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.58	0.58	0.58	0.58	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.31000000000000005	0.0	0.0	0.7995867768595053	0.48	0.31000000000000005
8000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0		0.5							-1.0			0.61		0.54										-0.020000000000000018	-0.020000000000000018	0.29000000000000004	-0.03846153846153855	-0.039220713153281385	0.7303719008264473	0.48	0.29000000000000004
10000	0.52	0.51	0.52	0.51	0.51	SEIF.MI	0.57	0.57	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.010000000000000009	0.010000000000000009	0.30000000000000004	0.020000000000000018	0.01980262729617973	0.7649793388429764	0.48	0.30000000000000004
4000	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.56	0.56	0.56	0.56	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61	0.56											0.010000000000000009	0.010000000000000009	0.31000000000000005	0.019607843137254832	0.019418085857101516	0.7995867768595051	0.48	0.31000000000000005
4000	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.56	0.56	0.56	0.56	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0	0.52								-1.0			0.61												0.0	0.0	0.31000000000000005	0.0	0.0	0.7995867768595051	0.5	0.31000000000000005
0	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.56	0.56	0.56	0.56	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.31000000000000005	0.0	0.0	0.7995867768595051	0.5	0.31000000000000005
4000	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.31000000000000005	0.0	0.0	0.7995867768595051	0.5	0.31000000000000005
8000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61		0.55										-0.020000000000000018	-0.020000000000000018	0.29000000000000004	-0.03846153846153855	-0.039220713153281385	0.7303719008264471	0.5	0.29000000000000004
6000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
4000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.55	0.56	0.55	0.56	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61	0.56											0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
6000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0		0.5		0.5					-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
4000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61		0.52										0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.5	0.29000000000000004
4000	0.5	0.49	0.49	0.5	0.5	SEIF.MI	0.52	0.53	0.52	0.53	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0									-1.0			0.61	0.55											0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
4000	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	0	1.0	1.0	1.0	1.0	1.0	1.0	0.51								-1.0			0.61												0.010000000000000009	0.010000000000000009	0.30000000000000004	0.020000000000000018	0.01980262729617973	0.7649793388429762	0.49	0.30000000000000004
2000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	1.0	-1.0	1.0	1.0	1.0									-1.0			0.61		0.52										-0.010000000000000009	-0.010000000000000009	0.29000000000000004	-0.019607843137254943	-0.019802627296179754	0.7303719008264471	0.49	0.29000000000000004
2000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	1.0	-1.0	-1.0	1.0	-1.0		0.5							-1.0			0.61	0.53			0.53								0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
2000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	1.0	-1.0	-1.0	1.0	-1.0									-1.0			0.61		0.52										0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
10000	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	1.0	-1.0	-1.0	1.0	-1.0									-1.0			0.61	0.53											0.010000000000000009	0.010000000000000009	0.30000000000000004	0.020000000000000018	0.01980262729617973	0.7649793388429762	0.49	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	1.0	-1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.49	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.49	0.30000000000000004
6000	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61		0.52										0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.49	0.30000000000000004
0	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.49	0.30000000000000004
6000	0.51	0.51	0.51	0.51	0.51	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.41	1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.30000000000000004	0.0	0.0	0.7649793388429762	0.49	0.30000000000000004
4000	0.52	0.52	0.52	0.52	0.52	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.41	1.0	-1.0	-1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0	0.52		0.52						-1.0			0.61	0.55											0.010000000000000009	0.010000000000000009	0.31000000000000005	0.019607843137254832	0.019418085857101516	0.7995867768595049	0.49	0.31000000000000005
4000	0.52	0.51	0.52	0.51	0.51	SEIF.MI	0.55	0.55	0.54	0.54	0.72	0.43	1.0	-1.0	-1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.010000000000000009	-0.010000000000000009	0.30000000000000004	-0.019230769230769273	-0.019418085857101627	0.764979338842976	0.49	0.30000000000000004
6000	0.51	0.5	0.51	0.5	0.5	SEIF.MI	0.54	0.54	0.53	0.53	0.72	0.43	1.0	-1.0	-1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61		0.53	0.54									-0.010000000000000009	-0.010000000000000009	0.29000000000000004	-0.019607843137254943	-0.019802627296179754	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.52	1.0	-1.0	-1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
6000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.52	1.0	-1.0	-1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61	0.55											0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.55	0.55	0.55	0.55	0.72	0.52	1.0	-1.0	1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.52	1.0	-1.0	1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.52	1.0	-1.0	1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.29000000000000004	0.0	0.0	0.7303719008264471	0.49	0.29000000000000004
2000	0.49	0.49	0.49	0.49	0.49	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.52	1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.010000000000000009	-0.010000000000000009	0.28	-0.020000000000000018	-0.020202707317519466	0.695764462809918	0.49	0.28
0	0.49	0.49	0.49	0.49	0.49	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.52	1.0	-1.0	1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.0	0.0	0.28	0.0	0.0	0.695764462809918	0.49	0.28
18000	0.49	0.47	0.49	0.48	0.48	SEIF.MI	0.52	0.52	0.5	0.52	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0		0.47							-1.0			0.61		0.5										-0.010000000000000009	-0.010000000000000009	0.27	-0.020408163265306145	-0.020619287202735703	0.6611570247933891	0.52	0.27
2000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61	0.54											-0.020000000000000018	-0.020000000000000018	0.25	-0.04166666666666674	-0.0408219945202552	0.5947107438016535	0.52	0.25
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61		0.52										-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
6000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0	0.5								-1.0			0.61												-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
2000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61	0.53											-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
0	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.53	0.53	0.53	0.53	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.0	-0.0	0.25	-0.0	-0.0	0.5947107438016535	0.52	0.25
4000	0.49	0.49	0.49	0.49	0.49	SEIF.MI	0.52	0.52	0.52	0.52	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.010000000000000009	0.010000000000000009	0.26	0.020000000000000018	0.020202707317519466	0.6272558610220953	0.52	0.26
0	0.49	0.49	0.49	0.49	0.49	SEIF.MI	0.51	0.51	0.51	0.51	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.0	-0.0	0.26	-0.0	-0.0	0.6272558610220953	0.51	0.26
6000	0.49	0.49	0.49	0.49	0.49	SEIF.MI	0.51	0.51	0.51	0.51	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												-0.0	-0.0	0.26	-0.0	-0.0	0.6272558610220953	0.5	0.26
10000	0.48	0.48	0.48	0.48	0.48	SEIF.MI	0.51	0.51	0.5	0.5	0.72	0.5	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.010000000000000009	0.010000000000000009	0.27	0.020408163265306145	0.020619287202735703	0.6611570247933891	0.5	0.27
2000	0.47	0.47	0.47	0.47	0.47	SEIF.MI	0.49	0.49	0.49	0.49	0.72	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.61												0.010000000000000009	0.010000000000000009	0.28	0.02083333333333337	0.02105340919783238	0.696500791278355	0.5	0.28
8000	0.46	0.46	0.46	0.46	0.46	SEIF.MI	0.49	0.49	0.49	0.49	0.72	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0		0.46		0.46		0.46			-1.0			0.46		0.49		0.49		0.49		0.0			0.49	0.009999999999999953	0.009999999999999953	0.29	0.02127659574468077	0.021506205220963505	0.7333812432626667	0.5	0.29
18000	0.47	0.46	0.47	0.46	0.46	SEIF.MI	0.5	0.5	0.49	0.49	0.7	0.49	-1.0	-1.0	-1.0	-1	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.46								0.0			0.49	-0.0	-0.0	0.29	-0.0	-0.0	0.7333812432626667	0.5	0.29
14000	0.5	0.5	0.5	0.5	0.5	SEIF.MI	0.54	0.54	0.54	0.54	0.69	0.49	-1.0	-1.0	1.0	0	-1.0	-1.0	1.0	-1.0	1.0	-1.0									-1.0			0.46								0.0			0.49	-0.03999999999999998	-0.03999999999999998	0.25	-0.08695652173913038	-0.083381608939051	0.5947107438016535	0.5	0.25
68000	0.55	0.51	0.51	0.51	0.51	SEIF.MI	0.54	0.58	0.54	0.55	0.69	0.49	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	1.0	-1.0	0.55								-1.0			0.46								0.0			0.49	-0.010000000000000009	-0.010000000000000009	0.24	-0.020000000000000018	-0.01980262729617973	0.5634419056878956	0.55	0.24
