date	volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	rt	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrt	rrg	rflr	rclg	rrg_ch
2016-03-24 08:00:00	54600	0.21	0.2	0.21	0.21	0.21	MON.MI	0.23	0.24	0.23	0.24				-1.0	-1.0	0																												
2016-03-29 07:00:00	64500	0.21	0.21	0.21	0.21	0.21	MON.MI	0.24	0.25	0.24	0.24				-1.0	-1.0	0																												
2016-03-30 07:00:00	3000	0.22	0.21	0.21	0.22	0.22	MON.MI	0.24	0.25	0.24	0.25				-1.0	-1.0	0							0.22											0.25										
2016-03-31 07:00:00	12736	0.21	0.2	0.21	0.21	0.21	MON.MI	0.24	0.24	0.23	0.24				-1.0	-1.0	0																			0.23									
2016-04-01 07:00:00	4000	0.21	0.21	0.21	0.21	0.21	MON.MI	0.24	0.24	0.24	0.24				-1.0	-1.0	0																												
2016-04-04 07:00:00	18130	0.21	0.2	0.21	0.21	0.21	MON.MI	0.25	0.25	0.24	0.25				-1.0	1.0	0																												
2016-04-05 07:00:00	4038	0.21	0.21	0.21	0.21	0.21	MON.MI	0.26	0.26	0.25	0.26				-1.0	1.0	0																		0.26		0.26								
2016-04-06 07:00:00	8000	0.21	0.21	0.21	0.21	0.21	MON.MI	0.25	0.25	0.25	0.25				-1.0	1.0	0																												
2016-04-07 07:00:00	18228	0.21	0.2	0.21	0.2	0.2	MON.MI	0.26	0.26	0.25	0.25				-1.0	1.0	0																												
2016-04-08 07:00:00	8900	0.21	0.2	0.2	0.21	0.21	MON.MI	0.24	0.25	0.24	0.24				-1.0	1.0	0								0.2																				
2016-04-11 07:00:00	5201	0.21	0.2	0.21	0.21	0.21	MON.MI	0.24	0.24	0.24	0.24				-1.0	1.0	0							0.21																					
2016-04-12 07:00:00	45900	0.21	0.2	0.2	0.21	0.21	MON.MI	0.24	0.25	0.23	0.25				-1.0	1.0	0								0.2		0.2																		
2016-04-13 07:00:00	3200	0.21	0.21	0.21	0.21	0.21	MON.MI	0.24	0.24	0.24	0.24				-1.0	1.0	0																												
2016-04-14 07:00:00	9360	0.22	0.21	0.21	0.21	0.21	MON.MI	0.24	0.24	0.23	0.24				-1.0	1.0	0																												
2016-04-15 07:00:00	15600	0.21	0.21	0.21	0.21	0.21	MON.MI	0.24	0.24	0.24	0.24				-1.0	1.0	0							0.21		0.21																			
2016-04-18 07:00:00	0	0.21	0.21	0.21	0.21	0.21	MON.MI	0.24	0.24	0.24	0.24				-1.0	1.0	0																												
2016-04-19 07:00:00	17200	0.21	0.21	0.21	0.21	0.21	MON.MI	0.24	0.24	0.23	0.24				-1.0	1.0	0																												
2016-04-20 07:00:00	11470	0.21	0.21	0.21	0.21	0.21	MON.MI	0.23	0.24	0.23	0.23				-1.0	-1.0	0																												
2016-04-21 07:00:00	33138	0.21	0.2	0.21	0.2	0.2	MON.MI	0.23	0.23	0.22	0.22				-1.0	-1.0	0								0.2											0.22									
2016-04-22 07:00:00	34824	0.21	0.2	0.2	0.21	0.21	MON.MI	0.23	0.24	0.23	0.23				-1.0	-1.0	0																												
2016-04-25 07:00:00	17441	0.21	0.2	0.21	0.21	0.21	MON.MI	0.23	0.24	0.23	0.24				-1.0	-1.0	0																		0.24										
2016-04-26 07:00:00	14437	0.21	0.2	0.2	0.21	0.21	MON.MI	0.23	0.23	0.23	0.23				-1.0	-1.0	0							0.21																					
2016-04-27 07:00:00	3817	0.21	0.2	0.21	0.21	0.21	MON.MI	0.23	0.23	0.23	0.23				-1.0	-1.0	0																												
2016-04-28 07:00:00	6000	0.21	0.2	0.21	0.21	0.21	MON.MI	0.22	0.23	0.22	0.23				-1.0	-1.0	0																			0.22									
2016-04-29 07:00:00	66689	0.21	0.2	0.21	0.2	0.2	MON.MI	0.23	0.23	0.22	0.23				-1.0	-1.0	0								0.2																				
2016-05-02 07:00:00	6863	0.21	0.2	0.2	0.21	0.21	MON.MI	0.23	0.23	0.23	0.23				-1.0	-1.0	0																												
2016-05-03 07:00:00	26000	0.21	0.2	0.2	0.21	0.21	MON.MI	0.23	0.24	0.23	0.24				-1.0	-1.0	0																												
2016-05-04 07:00:00	60330	0.21	0.2	0.2	0.21	0.21	MON.MI	0.24	0.24	0.23	0.24				-1.0	-1.0	0							0.21																					
2016-05-05 07:00:00	11506	0.21	0.2	0.21	0.21	0.21	MON.MI	0.24	0.24	0.23	0.24				-1.0	-1.0	0																		0.24										
2016-05-06 07:00:00	13174	0.21	0.2	0.2	0.21	0.21	MON.MI	0.24	0.24	0.23	0.24				-1.0	-1.0	0																												
2016-05-09 07:00:00	7300	0.2	0.2	0.2	0.2	0.2	MON.MI	0.24	0.24	0.23	0.24				-1.0	-1.0	0																												
2016-05-10 07:00:00	38400	0.2	0.19	0.2	0.2	0.2	MON.MI	0.23	0.24	0.22	0.23				-1.0	-1.0	-1																												
2016-05-11 07:00:00	25413	0.2	0.19	0.19	0.2	0.2	MON.MI	0.23	0.23	0.22	0.23				-1.0	-1.0	-1																			0.22									
2016-05-12 07:00:00	10300	0.2	0.19	0.2	0.2	0.2	MON.MI	0.23	0.23	0.23	0.23				-1.0	-1.0	-1								0.19																				
2016-05-13 07:00:00	7416	0.2	0.2	0.2	0.2	0.2	MON.MI	0.23	0.24	0.23	0.24				-1.0	-1.0	-1																												
2016-05-16 07:00:00	49501	0.21	0.2	0.2	0.21	0.21	MON.MI	0.23	0.24	0.23	0.24				-1.0	1.0	-1																												
2016-05-17 07:00:00	6000	0.21	0.2	0.2	0.21	0.21	MON.MI	0.23	0.24	0.23	0.24				-1.0	1.0	-1																												
2016-05-18 07:00:00	0	0.21	0.21	0.21	0.21	0.21	MON.MI	0.24	0.24	0.24	0.24				-1.0	1.0	-1							0.21											0.24										
2016-05-19 07:00:00	3900	0.2	0.2	0.2	0.2	0.2	MON.MI	0.24	0.24	0.24	0.24				-1.0	1.0	-1																												
2016-05-20 07:00:00	2000	0.2	0.2	0.2	0.2	0.2	MON.MI	0.23	0.24	0.23	0.24				-1.0	1.0	-1																												
2016-05-23 07:00:00	8354	0.2	0.19	0.2	0.2	0.2	MON.MI	0.24	0.24	0.23	0.24				-1.0	1.0	-1																												
2016-05-24 07:00:00	6291	0.2	0.19	0.2	0.2	0.2	MON.MI	0.23	0.23	0.22	0.23	0.3	0.22		-1.0	1.0	-1	-1.0			-1.0																								
2016-05-25 07:00:00	31940	0.2	0.19	0.2	0.2	0.2	MON.MI	0.22	0.23	0.22	0.23	0.3	0.22		-1.0	1.0	-1	-1.0			-1.0																								
2016-05-26 07:00:00	4000	0.2	0.2	0.2	0.2	0.2	MON.MI	0.22	0.23	0.22	0.23	0.3	0.22		-1.0	1.0	-1	-1.0			-1.0																								
2016-05-27 07:00:00	16000	0.2	0.19	0.2	0.2	0.2	MON.MI	0.22	0.23	0.22	0.23	0.3	0.22		-1.0	1.0	-1	-1.0			-1.0																								
2016-05-30 07:00:00	26510	0.2	0.19	0.2	0.2	0.2	MON.MI	0.22	0.23	0.22	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-05-31 07:00:00	1500	0.2	0.2	0.2	0.2	0.2	MON.MI	0.23	0.23	0.23	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-01 07:00:00	3500	0.2	0.2	0.2	0.2	0.2	MON.MI	0.23	0.23	0.23	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0															0.23									
2016-06-02 07:00:00	11111	0.2	0.19	0.2	0.2	0.2	MON.MI	0.23	0.23	0.22	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-03 07:00:00	17544	0.2	0.19	0.19	0.2	0.2	MON.MI	0.23	0.24	0.23	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-06 07:00:00	10335	0.2	0.19	0.19	0.2	0.2	MON.MI	0.23	0.23	0.23	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-07 07:00:00	55134	0.2	0.19	0.19	0.2	0.2	MON.MI	0.22	0.23	0.22	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-08 07:00:00	17297	0.2	0.19	0.19	0.2	0.2	MON.MI	0.23	0.23	0.23	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-09 07:00:00	14000	0.2	0.19	0.19	0.2	0.2	MON.MI	0.23	0.23	0.22	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-10 07:00:00	12530	0.2	0.19	0.2	0.19	0.19	MON.MI	0.24	0.24	0.23	0.24	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-13 07:00:00	23220	0.19	0.19	0.19	0.19	0.19	MON.MI	0.24	0.24	0.23	0.24	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-14 07:00:00	13183	0.19	0.18	0.19	0.18	0.18	MON.MI	0.24	0.24	0.23	0.24	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0				0.18										0.24										
2016-06-15 07:00:00	12776	0.19	0.18	0.18	0.19	0.19	MON.MI	0.23	0.24	0.23	0.24	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-16 07:00:00	15854	0.19	0.18	0.19	0.19	0.19	MON.MI	0.24	0.24	0.23	0.24	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0			0.19																					
2016-06-17 07:00:00	11066	0.19	0.18	0.19	0.19	0.19	MON.MI	0.23	0.23	0.22	0.23	0.3	0.22	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-20 07:00:00	29893	0.19	0.18	0.19	0.19	0.19	MON.MI	0.23	0.23	0.21	0.22	0.3	0.21	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-21 07:00:00	17450	0.18	0.18	0.18	0.18	0.18	MON.MI	0.22	0.22	0.21	0.22	0.3	0.21	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-22 07:00:00	54015	0.19	0.18	0.19	0.18	0.18	MON.MI	0.22	0.22	0.21	0.22	0.3	0.21	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-23 07:00:00	59415	0.18	0.17	0.18	0.18	0.18	MON.MI	0.2	0.21	0.2	0.21	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0															0.2		0.2		0.2					
2016-06-24 07:00:00	37241	0.17	0.16	0.17	0.16	0.16	MON.MI	0.22	0.22	0.21	0.22	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0											0.16													
2016-06-27 07:00:00	10816	0.17	0.16	0.17	0.16	0.16	MON.MI	0.23	0.23	0.22	0.23	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0				0.16		0.16		0.16						0.23										
2016-06-28 07:00:00	20050	0.17	0.16	0.16	0.17	0.17	MON.MI	0.22	0.23	0.21	0.23	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-06-29 07:00:00	12800	0.17	0.17	0.17	0.17	0.17	MON.MI	0.22	0.22	0.22	0.22	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0															0.22									
2016-06-30 07:00:00	3000	0.17	0.17	0.17	0.17	0.17	MON.MI	0.21	0.22	0.21	0.22	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-07-01 07:00:00	2800	0.18	0.17	0.17	0.18	0.18	MON.MI	0.22	0.23	0.22	0.23	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0			0.18											0.23										
2016-07-04 07:00:00	16348	0.18	0.17	0.18	0.18	0.18	MON.MI	0.23	0.23	0.21	0.23	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0				0.17											0.21									
2016-07-05 07:00:00	660	0.18	0.18	0.18	0.18	0.18	MON.MI	0.23	0.23	0.23	0.23	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0			0.18																					
2016-07-06 07:00:00	2050	0.18	0.18	0.18	0.18	0.18	MON.MI	0.24	0.24	0.24	0.24	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0														0.24										
2016-07-07 07:00:00	14123	0.18	0.17	0.18	0.17	0.17	MON.MI	0.24	0.24	0.23	0.24	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0				0.17																				
2016-07-08 07:00:00	23950	0.17	0.17	0.17	0.17	0.17	MON.MI	0.23	0.23	0.21	0.22	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0															0.21									
2016-07-11 07:00:00	88745	0.19	0.17	0.17	0.18	0.18	MON.MI	0.22	0.24	0.22	0.24	0.3	0.2	-1.0	-1.0	-1.0	-1	-1.0			-1.0																								
2016-07-12 07:00:00	124255	0.19	0.18	0.19	0.19	0.19	MON.MI	0.23	0.24	0.22	0.24	0.29	0.2	-1.0	-1.0	1.0	0	-1.0			-1.0																								
2016-07-13 07:00:00	80115	0.2	0.19	0.19	0.2	0.2	MON.MI	0.24	0.25	0.24	0.25	0.29	0.2	-1.0	1.0	1.0	0	-1.0			-1.0																								
2016-07-14 07:00:00	171615	0.21	0.2	0.2	0.21	0.21	MON.MI	0.25	0.26	0.25	0.26	0.28	0.2	-1.0	1.0	1.0	1	-1.0			-1.0																								
2016-07-15 07:00:00	11320	0.21	0.21	0.21	0.21	0.21	MON.MI	0.26	0.26	0.26	0.26	0.28	0.2	-1.0	1.0	1.0	1	-1.0			-1.0																								
2016-07-18 07:00:00	34561	0.21	0.2	0.2	0.21	0.21	MON.MI	0.25	0.26	0.25	0.26	0.28	0.2	-1.0	1.0	1.0	1	-1.0			-1.0																								
2016-07-19 07:00:00	18079	0.21	0.2	0.21	0.21	0.21	MON.MI	0.27	0.27	0.25	0.27	0.28	0.2	-1.0	1.0	1.0	1	-1.0			-1.0																								
2016-07-20 07:00:00	0	0.21	0.21	0.21	0.21	0.21	MON.MI	0.26	0.26	0.26	0.26	0.27	0.2	-1.0	1.0	1.0	1	-1.0			-1.0			0.21		0.21									0.26										
2016-07-21 07:00:00	28500	0.21	0.2	0.2	0.21	0.21	MON.MI	0.25	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	-1.0			-1.0																								
2016-07-22 07:00:00	7900	0.21	0.2	0.2	0.21	0.21	MON.MI	0.25	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	-1.0			-1.0																								
2016-07-25 07:00:00	6104	0.21	0.2	0.2	0.21	0.21	MON.MI	0.25	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	1.0			-1.0																								
2016-07-26 07:00:00	3250	0.21	0.2	0.21	0.21	0.21	MON.MI	0.26	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	1.0			-1.0																								
2016-07-27 07:00:00	5400	0.21	0.2	0.2	0.21	0.21	MON.MI	0.25	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	1.0			-1.0																								
2016-07-28 07:00:00	32268	0.2	0.2	0.2	0.2	0.2	MON.MI	0.26	0.26	0.25	0.25	0.27	0.2	-1.0	1.0	1.0	1	1.0			-1.0				0.2											0.25									
2016-07-29 07:00:00	30795	0.21	0.2	0.2	0.21	0.21	MON.MI	0.25	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	1.0			-1.0			0.21																					
2016-08-01 07:00:00	51294	0.21	0.2	0.21	0.21	0.21	MON.MI	0.26	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	1.0			-1.0																								
2016-08-02 07:00:00	21262	0.21	0.2	0.2	0.21	0.21	MON.MI	0.26	0.27	0.25	0.27	0.27	0.2	-1.0	1.0	1.0	1	1.0	-1.0	-1.0	-1.0	-1.0	1.0																						
2016-08-03 07:00:00	5600	0.21	0.2	0.2	0.21	0.21	MON.MI	0.26	0.27	0.26	0.27	0.27	0.2	-1.0	1.0	1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0		0.2										0.27		0.27								
2016-08-04 07:00:00	10400	0.21	0.2	0.21	0.21	0.21	MON.MI	0.26	0.26	0.25	0.26	0.27	0.2	-1.0	1.0	1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0																						
2016-08-05 07:00:00	0	0.21	0.21	0.21	0.21	0.21	MON.MI	0.26	0.26	0.26	0.26	0.27	0.2	-1.0	1.0	1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0	0.21																					
2016-08-08 07:00:00	24917	0.21	0.2	0.21	0.2	0.2	MON.MI	0.25	0.26	0.24	0.25	0.27	0.2	-1.0	1.0	1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0																						
2016-08-09 07:00:00	8200	0.2	0.2	0.2	0.2	0.2	MON.MI	0.25	0.25	0.24	0.25	0.27	0.2	-1.0	1.0	1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0		0.2																				
2016-08-10 07:00:00	0	0.2	0.2	0.2	0.2	0.2	MON.MI	0.25	0.25	0.25	0.25	0.27	0.2	-1.0	1.0	1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0																						
2016-08-11 07:00:00	17860	0.21	0.2	0.2	0.21	0.21	MON.MI	0.24	0.25	0.24	0.25	0.27	0.2	-1.0	1.0	-1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0																						
2016-08-12 07:00:00	0	0.21	0.21	0.21	0.21	0.21	MON.MI	0.25	0.25	0.25	0.25	0.27	0.2	-1.0	1.0	-1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0	0.21																					
2016-08-16 07:00:00	10926	0.2	0.2	0.2	0.2	0.2	MON.MI	0.24	0.25	0.24	0.24	0.27	0.2	-1.0	1.0	-1.0	1	1.0	-1.0	-1.0	1.0	-1.0	-1.0													0.24									
2016-08-17 07:00:00	101026	0.21	0.19	0.19	0.2	0.2	MON.MI	0.24	0.26	0.24	0.25	0.27	0.2	-1.0	1.0	-1.0	0	1.0	-1.0	-1.0	1.0	-1.0	-1.0																						
2016-08-18 07:00:00	2749	0.2	0.19	0.19	0.2	0.2	MON.MI	0.24	0.25	0.24	0.25	0.27	0.2	-1.0	1.0	-1.0	0	1.0	-1.0	-1.0	1.0	-1.0	-1.0												0.25										
2016-08-19 07:00:00	18152	0.2	0.19	0.2	0.19	0.19	MON.MI	0.25	0.25	0.24	0.25	0.27	0.2	-1.0	1.0	-1.0	0	1.0	-1.0	-1.0	1.0	-1.0	-1.0		0.19		0.19																		
2016-08-22 07:00:00	13300	0.2	0.19	0.2	0.2	0.2	MON.MI	0.25	0.25	0.24	0.25	0.27	0.2	-1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	-1.0	-1.0	0.2																					
2016-08-23 07:00:00	22550	0.2	0.19	0.19	0.2	0.2	MON.MI	0.23	0.24	0.23	0.24	0.27	0.2	-1.0	1.0	-1.0	0	1.0	1.0	1.0	1.0	-1.0	-1.0		0.19																				
